"Name(ocultar)";"Futbolista_ID";"Rendimiento en partidos importantes";"Lesiones";"Diversidad";"Adaptabilidad";"Ambición";"Razonamiento";"Lealtad";"Resistencia al estres";"Profesionalidad";"Deportividad";"Control emocional"
"Emiliano Martínez";"294";"14";"6";"2";"14";"13";"5";"15";"15";"15";"9";"14"
"João Mário";"295";"14";"6";"10";"9";"14";"6";"12";"11";"18";"18";"14"
"Pedro";"296";"16";"10";"17";"17";"20";"5";"14";"15";"20";"12";"17"
"Lucas Veríssimo";"297";"10";"12";"11";"18";"12";"8";"12";"13";"14";"13";"12"
"Hirving Lozano";"298";"13";"9";"14";"10";"15";"6";"12";"11";"16";"12";"14"
"Gavi";"299";"15";"7";"16";"15";"15";"5";"12";"14";"15";"14";"13"
"Ruben Loftus-Cheek";"300";"13";"14";"11";"15";"15";"3";"13";"14";"15";"15";"16"
"Marcel Sabitzer";"301";"14";"8";"19";"13";"16";"13";"7";"16";"16";"8";"10"
"Nikola Milenković";"302";"12";"8";"11";"14";"14";"12";"13";"13";"15";"14";"11"
"Simon Kjær";"303";"14";"11";"8";"15";"18";"9";"13";"14";"20";"20";"14"
"Erik Lamela";"304";"12";"16";"15";"4";"12";"7";"11";"11";"14";"8";"9"
"Giorgio Chiellini";"305";"13";"19";"11";"12";"10";"6";"17";"12";"20";"16";"18"
"Luis Muriel";"306";"11";"10";"12";"12";"16";"5";"12";"12";"16";"13";"12"
"Youssef En-Nesyri";"307";"9";"4";"8";"9";"17";"9";"10";"11";"12";"12";"7"
"Matteo Politano";"308";"14";"7";"14";"13";"14";"2";"11";"14";"15";"14";"10"
"Jonny Evans";"309";"14";"12";"15";"16";"14";"6";"16";"14";"15";"16";"18"
"Takehiro Tomiyasu";"310";"12";"6";"16";"18";"14";"4";"15";"14";"17";"17";"14"
"Edmond Tapsoba";"311";"12";"4";"8";"14";"13";"6";"8";"15";"12";"14";"15"
"Filip Kostić";"312";"13";"5";"16";"13";"17";"12";"10";"14";"13";"10";"12"
"César Azpilicueta";"313";"15";"5";"16";"12";"14";"6";"18";"16";"20";"15";"12"
"Pierre-Emile Højbjerg";"314";"14";"6";"17";"14";"18";"14";"9";"15";"15";"7";"10"
"Brais Méndez";"315";"12";"7";"14";"8";"12";"1";"11";"13";"13";"10";"11"
"Jonas Hofmann";"316";"14";"11";"19";"8";"14";"6";"12";"16";"18";"15";"16"
"Denis Suárez";"317";"16";"8";"14";"12";"13";"8";"10";"11";"13";"14";"13"
"Callum Hudson-Odoi";"318";"6";"8";"4";"17";"18";"7";"9";"15";"11";"13";"14"
"Nélson Semedo";"319";"15";"7";"15";"16";"13";"10";"14";"15";"15";"13";"10"
"Gabriel Martinelli";"320";"14";"10";"12";"16";"14";"5";"12";"14";"15";"13";"13"
"Edinson Cavani";"321";"14";"13";"13";"9";"17";"9";"13";"13";"15";"17";"10"
"Richarlison";"322";"11";"8";"12";"15";"13";"8";"14";"13";"12";"5";"11"
"André Silva";"323";"12";"6";"9";"8";"15";"10";"13";"11";"16";"12";"9"
"Antony";"324";"10";"7";"11";"15";"15";"8";"12";"13";"12";"5";"9"
"Felipe";"325";"14";"10";"12";"13";"14";"13";"12";"14";"16";"6";"8"
"Gabriel";"326";"12";"9";"7";"15";"14";"8";"15";"12";"14";"8";"8"
"Oscar";"327";"12";"7";"13";"11";"14";"10";"7";"8";"12";"12";"14"
"Pepê";"328";"15";"6";"16";"13";"13";"6";"14";"12";"14";"11";"13"
"Weverton";"329";"14";"7";"12";"12";"15";"10";"14";"11";"14";"8";"10"
"Alex Meret";"330";"12";"11";"1";"7";"13";"3";"14";"11";"15";"15";"12"
"Maximiliano Gómez";"331";"16";"5";"5";"14";"15";"14";"12";"14";"12";"5";"4"
"Francesco Acerbi";"332";"15";"2";"7";"10";"19";"13";"12";"15";"18";"14";"12"
"Emile Smith Rowe";"333";"13";"11";"15";"13";"15";"6";"15";"15";"15";"15";"15"
"Pierre-Emerick Aubameyang";"334";"13";"8";"14";"15";"14";"14";"11";"9";"9";"14";"16"
"Lucas Paquetá";"335";"14";"8";"14";"11";"14";"9";"9";"9";"14";"8";"10"
"Domenico Berardi";"336";"12";"12";"14";"13";"13";"12";"17";"14";"14";"13";"11"
"Benjamin White";"337";"12";"5";"14";"20";"12";"5";"10";"14";"15";"12";"13"
"Eduardo Camavinga";"338";"15";"5";"11";"13";"13";"5";"14";"16";"15";"13";"17"
"Mattia Zaccagni";"339";"14";"3";"10";"14";"16";"8";"16";"13";"16";"13";"10"
"Leonardo Spinazzola";"340";"13";"15";"16";"12";"12";"8";"11";"15";"13";"16";"17"
"Martin Terrier";"341";"12";"8";"16";"19";"14";"6";"13";"12";"16";"9";"14"
"Andrej Kramarić";"342";"14";"6";"10";"12";"17";"13";"12";"10";"14";"8";"17"
"Ivan Rakitic";"343";"13";"8";"12";"14";"12";"11";"13";"11";"14";"14";"18"
"Marten de Roon";"344";"14";"4";"12";"15";"14";"9";"16";"13";"17";"12";"10"
"Lewis Dunk";"345";"14";"6";"14";"20";"14";"5";"16";"9";"15";"13";"11"
"Hugo Lloris";"346";"14";"14";"1";"13";"14";"4";"18";"14";"17";"18";"19"
"Rui Patrício";"347";"15";"8";"14";"17";"18";"5";"8";"15";"18";"18";"17"
"Daley Blind";"348";"15";"5";"17";"16";"14";"8";"16";"18";"18";"16";"15"
"Mário Rui";"349";"12";"8";"11";"14";"14";"8";"12";"13";"15";"14";"13"
"Luke Shaw";"350";"13";"12";"15";"15";"15";"6";"12";"10";"12";"13";"16"
"Mario Pašalić";"351";"12";"8";"14";"15";"16";"6";"17";"13";"17";"14";"15"
"Lucas Vázquez";"352";"13";"6";"16";"9";"10";"4";"14";"13";"15";"14";"16"
"Adrien Rabiot";"353";"15";"10";"15";"10";"10";"14";"12";"12";"12";"10";"10"
"Nicolás González";"354";"12";"9";"12";"16";"15";"12";"12";"14";"14";"10";"7"
"Lucas Digne";"355";"15";"11";"10";"15";"16";"5";"13";"14";"16";"15";"14"
"Ante Rebić";"356";"15";"15";"14";"15";"14";"16";"10";"16";"13";"7";"7"
"Mario Götze";"357";"15";"16";"15";"9";"14";"13";"10";"7";"13";"14";"18"
"Fernandinho";"358";"15";"7";"20";"19";"13";"5";"18";"15";"18";"20";"17"
"Jonny";"359";"14";"6";"14";"16";"11";"3";"10";"9";"10";"11";"13"
"Luis Suárez";"360";"16";"7";"11";"13";"20";"12";"9";"18";"15";"3";"8"
"Raúl García";"361";"13";"11";"14";"15";"14";"9";"15";"9";"15";"7";"8"
"Adama Traoré";"362";"10";"6";"11";"11";"14";"11";"10";"12";"11";"10";"11"
"Rafael Toloi";"363";"14";"8";"11";"13";"13";"14";"14";"15";"16";"8";"9"
"Roger Ibañez";"364";"10";"5";"12";"15";"14";"6";"13";"9";"14";"10";"14"
"Denis Zakaria";"365";"14";"9";"9";"13";"16";"6";"10";"11";"15";"12";"14"
"Lucas Torreira";"366";"12";"7";"11";"10";"13";"4";"12";"12";"15";"14";"13"
"Julián Álvarez";"367";"14";"6";"13";"14";"14";"5";"12";"14";"14";"17";"8"
"Étienne Capoue";"368";"15";"8";"10";"8";"10";"13";"12";"8";"5";"14";"10"
"Aleksandar Mitrović";"369";"14";"6";"8";"13";"14";"14";"15";"13";"14";"7";"5"
"Julian Brandt";"370";"12";"4";"14";"6";"8";"4";"12";"10";"11";"17";"20"
"Jordan Pickford";"371";"13";"5";"13";"11";"12";"6";"13";"12";"14";"10";"7"
"Nicolas Pépé";"372";"11";"7";"7";"9";"11";"5";"14";"12";"13";"12";"14"
"Joan Jordán";"373";"13";"7";"11";"14";"13";"8";"12";"14";"15";"13";"9"
"Evanilson";"374";"15";"5";"12";"13";"13";"6";"12";"14";"13";"10";"13"
"Álex Grimaldo";"375";"15";"12";"14";"16";"14";"13";"10";"12";"13";"13";"11"
"Claudinho";"376";"12";"4";"15";"9";"10";"6";"12";"11";"11";"12";"10"
"Emre Can";"377";"10";"12";"19";"12";"15";"12";"7";"13";"14";"10";"13"
"Martín Zubimendi";"378";"14";"8";"12";"18";"11";"8";"16";"15";"14";"12";"13"
"Weston McKennie";"379";"16";"11";"16";"17";"14";"13";"10";"13";"10";"15";"12"
"Alexandr Golovin";"380";"15";"10";"15";"10";"15";"4";"15";"17";"16";"14";"12"
"Ruslan Malinovskyi";"381";"13";"6";"12";"15";"14";"6";"14";"13";"16";"14";"11"
"Giacomo Raspadori";"382";"14";"6";"13";"15";"15";"6";"14";"13";"17";"15";"14"
"Luiz Felipe";"383";"15";"13";"12";"15";"15";"6";"12";"12";"15";"15";"13"
"Pedro";"384";"14";"12";"10";"9";"14";"6";"12";"14";"16";"10";"12"
"Hulk";"385";"13";"7";"11";"16";"17";"13";"14";"13";"13";"8";"8"
"Fredrik Aursnes";"386";"15";"3";"15";"12";"14";"6";"15";"16";"15";"14";"10"
"Kevin Volland";"387";"13";"3";"15";"9";"13";"6";"14";"12";"17";"12";"10"
"Harry Maguire";"388";"13";"5";"8";"15";"15";"5";"13";"11";"16";"14";"17"
"Charles De Ketelaere";"389";"10";"6";"18";"11";"14";"11";"13";"14";"15";"15";"7"
"Walter Benítez";"390";"16";"6";"12";"8";"15";"6";"18";"15";"16";"14";"15"
"David De Gea";"391";"15";"3";"16";"17";"18";"5";"14";"13";"17";"18";"19"
"Kyle Walker-Peters";"392";"5";"9";"15";"10";"12";"5";"14";"14";"14";"12";"14"
"Thomas Delaney";"393";"15";"5";"14";"17";"15";"4";"14";"16";"17";"15";"12"
"Xaver Schlager";"394";"12";"9";"14";"13";"17";"12";"12";"14";"15";"12";"12"
"William Saliba";"395";"14";"8";"7";"15";"15";"6";"11";"14";"14";"13";"13"
"Óliver";"396";"14";"10";"13";"15";"13";"6";"16";"12";"16";"15";"10"
"Robin Gosens";"397";"15";"12";"12";"12";"16";"5";"12";"15";"17";"14";"13"
"Brahim Díaz";"398";"11";"5";"15";"15";"15";"6";"10";"11";"15";"13";"12"
"Timothy Castagne";"399";"14";"10";"16";"14";"13";"10";"14";"13";"15";"13";"15"
"Noussair Mazraoui";"400";"12";"8";"17";"10";"12";"4";"11";"10";"12";"13";"10"
"Adam Marušić";"401";"12";"12";"16";"15";"16";"7";"15";"13";"17";"10";"7"
"Miralem Pjanić";"402";"10";"15";"10";"16";"14";"6";"11";"12";"17";"14";"15"
"Juan Foyth";"403";"13";"6";"12";"15";"11";"7";"10";"12";"13";"10";"14"
"Malcom";"404";"11";"13";"11";"13";"16";"12";"9";"11";"10";"6";"13"
"Aritz Elustondo";"405";"13";"11";"13";"8";"12";"5";"18";"13";"15";"16";"14"
"Jesús Navas";"406";"14";"12";"12";"5";"14";"10";"19";"11";"18";"14";"13"
"Ander Herrera";"407";"17";"6";"13";"16";"17";"8";"15";"13";"18";"8";"14"
"José Campaña";"408";"14";"11";"10";"12";"15";"7";"12";"14";"15";"14";"14"
"Joaquín Correa";"409";"13";"10";"14";"12";"15";"2";"12";"13";"17";"16";"10"
"Alessio Romagnoli";"410";"14";"11";"9";"19";"15";"4";"14";"14";"17";"15";"13"
"Suso";"411";"14";"8";"6";"17";"14";"7";"13";"12";"11";"13";"11"
"Gregor Kobel";"412";"15";"4";"11";"12";"17";"4";"10";"14";"17";"13";"16"
"Renato Tapia";"413";"15";"9";"14";"9";"15";"7";"12";"13";"15";"12";"14"
"Unai Vencedor";"414";"9";"6";"15";"14";"11";"7";"14";"9";"9";"10";"15"
"Bryan Cristante";"415";"11";"5";"11";"7";"15";"3";"15";"14";"19";"18";"18"
"Anthony Martial";"416";"13";"13";"10";"16";"14";"12";"12";"10";"8";"11";"12"
"Uğurcan Çakır";"417";"15";"1";"2";"20";"13";"7";"17";"15";"15";"13";"13"
"Saúl";"418";"13";"11";"20";"17";"12";"5";"16";"12";"15";"12";"10"
"Juan Musso";"419";"14";"3";"13";"15";"13";"4";"15";"8";"18";"14";"11"
"Merih Demiral";"420";"13";"12";"5";"14";"17";"6";"8";"15";"15";"10";"11"
"Manuel Lazzari";"421";"14";"8";"13";"13";"15";"7";"16";"13";"16";"9";"11"
"Alessandro Florenzi";"422";"15";"12";"20";"10";"15";"8";"18";"14";"16";"18";"13"
"Giovani Lo Celso";"423";"13";"15";"14";"12";"13";"6";"15";"13";"14";"12";"14"
"Sergi Roberto";"424";"13";"8";"18";"10";"13";"5";"16";"12";"15";"14";"14"
"Marek Hamšík";"425";"15";"18";"15";"12";"15";"10";"19";"12";"18";"17";"15"
"Raúl De Tomás";"426";"11";"7";"8";"5";"13";"14";"11";"10";"12";"10";"9"
"Santi Mina";"427";"13";"8";"11";"10";"13";"13";"8";"14";"12";"12";"10"
"Emil Forsberg";"428";"13";"7";"12";"14";"17";"12";"8";"13";"15";"7";"12"
"Jordan Veretout";"429";"10";"11";"12";"12";"15";"12";"11";"14";"14";"12";"13"
"José Luis Palomino";"430";"14";"5";"8";"15";"14";"6";"13";"15";"16";"11";"10"
"Renato Sanches";"431";"15";"4";"13";"6";"15";"13";"13";"9";"11";"10";"10"
"Sergi Darder";"432";"12";"7";"11";"12";"15";"7";"12";"16";"15";"11";"12"
"Federico Dimarco";"433";"13";"8";"13";"12";"14";"6";"14";"12";"16";"13";"13"
"Íñigo Martínez";"434";"13";"9";"5";"14";"14";"10";"10";"13";"14";"14";"11"
"Téji Savanier";"435";"17";"11";"5";"5";"12";"8";"15";"12";"12";"10";"8"
"Andy Delort";"436";"16";"8";"8";"16";"15";"12";"8";"12";"16";"13";"12"
"Fernando";"437";"14";"10";"10";"16";"13";"5";"17";"16";"16";"13";"13"
"Allan";"438";"13";"12";"11";"13";"14";"9";"11";"15";"8";"12";"13"
"Charles Aránguiz";"439";"18";"14";"17";"10";"13";"6";"14";"17";"15";"12";"15"
"Mohammed Salisu";"440";"13";"8";"11";"9";"8";"8";"12";"12";"11";"11";"13"
"Nicolás Tagliafico";"441";"18";"5";"12";"16";"16";"5";"16";"15";"18";"10";"5"
"Álex Berenguer";"442";"12";"7";"18";"7";"13";"2";"11";"12";"12";"13";"12"
"Kiernan Dewsbury-Hall";"443";"14";"4";"12";"7";"13";"6";"16";"13";"14";"12";"14"
"Wílmar Barrios";"444";"10";"8";"12";"17";"12";"14";"12";"14";"11";"12";"10"
"Kepa Arrizabalaga";"445";"12";"8";"15";"13";"15";"7";"17";"13";"15";"14";"16"
"Conor Gallagher";"446";"11";"4";"8";"8";"13";"7";"13";"14";"13";"9";"14"
"Clément Lenglet";"447";"13";"10";"9";"13";"14";"8";"12";"12";"15";"15";"9"
"Harvey Barnes";"448";"12";"5";"12";"15";"11";"1";"13";"12";"14";"12";"12"
"Kevin Trapp";"449";"15";"5";"14";"11";"15";"4";"13";"12";"17";"15";"17"
"Trevoh Chalobah";"450";"15";"5";"16";"11";"12";"7";"12";"9";"14";"15";"17"
"Éver Banega";"451";"13";"12";"11";"8";"11";"13";"10";"14";"13";"13";"14"
"Florian Thauvin";"452";"12";"6";"13";"10";"15";"8";"14";"11";"15";"14";"12"
"Cristiano Biraghi";"453";"14";"8";"13";"10";"14";"2";"14";"12";"17";"13";"14"
"Douglas Santos";"454";"13";"7";"8";"7";"13";"9";"12";"12";"12";"9";"10"
"Ivan Provedel";"455";"13";"4";"1";"12";"16";"10";"18";"14";"17";"14";"15"
"Gianluca Mancini";"456";"10";"8";"12";"6";"13";"17";"12";"12";"16";"3";"2"
"Reinildo";"457";"13";"4";"14";"16";"14";"7";"12";"14";"16";"12";"10"
"Remo Freuler";"458";"13";"6";"14";"13";"14";"7";"12";"14";"16";"13";"13"
"Kasper Schmeichel";"459";"12";"4";"15";"16";"17";"13";"14";"12";"14";"13";"6"
"Callum Wilson";"460";"13";"15";"7";"12";"13";"7";"14";"12";"15";"12";"12"
"Thorgan Hazard";"461";"12";"16";"18";"11";"16";"8";"10";"14";"16";"14";"14"
"Fred";"462";"14";"3";"12";"15";"14";"12";"12";"10";"15";"12";"13"
"Giorgian De Arrascaeta";"463";"17";"8";"12";"13";"12";"9";"10";"9";"12";"12";"12"
"Juan Bernat";"464";"14";"13";"10";"12";"15";"6";"13";"12";"14";"10";"11"
"Hidemasa Morita";"465";"14";"4";"16";"18";"16";"6";"13";"16";"17";"16";"14"
"Ben Davies";"466";"10";"9";"15";"14";"13";"4";"13";"12";"15";"14";"17"
"Gerard Deulofeu";"467";"12";"13";"13";"13";"16";"12";"9";"9";"13";"7";"10"
"Florian Grillitsch";"468";"13";"7";"17";"13";"16";"6";"8";"15";"13";"12";"18"
"Alfonso Pedraza";"469";"8";"5";"13";"16";"11";"6";"10";"7";"10";"15";"14"
"Alexis Mac Allister";"470";"13";"6";"14";"9";"12";"3";"12";"14";"16";"15";"10"
"Eric García";"471";"13";"5";"10";"13";"16";"3";"10";"12";"16";"14";"15"
"Rafa Mir";"472";"14";"8";"11";"12";"17";"13";"9";"12";"12";"12";"12"
"Marcos Alonso";"473";"13";"7";"13";"13";"14";"10";"12";"13";"14";"13";"12"
"Ismaïla Sarr";"474";"14";"8";"13";"12";"15";"7";"13";"10";"14";"10";"11"
"Axel Witsel";"475";"18";"10";"10";"17";"8";"11";"6";"18";"15";"10";"14"
"Divock Origi";"476";"13";"12";"10";"16";"10";"5";"18";"11";"15";"12";"16"
"Pablo Fornals";"477";"10";"7";"10";"16";"16";"4";"16";"17";"19";"16";"16"
"Dudu";"478";"13";"6";"11";"8";"14";"14";"10";"11";"10";"8";"9"
"Arthur";"479";"14";"16";"12";"12";"14";"10";"14";"12";"12";"11";"14"
"James Justin";"480";"9";"8";"15";"8";"12";"8";"12";"14";"12";"14";"12"
"Renato Augusto";"481";"12";"13";"15";"16";"8";"6";"13";"14";"14";"10";"11"
"Lucas Moura";"482";"8";"6";"13";"10";"15";"6";"14";"12";"16";"10";"15"
"Gerónimo Rulli";"483";"13";"5";"14";"15";"15";"5";"18";"10";"20";"13";"8"
"Victor Lindelöf";"484";"15";"5";"15";"14";"16";"6";"18";"13";"17";"15";"16"
"Francis Coquelin";"485";"15";"14";"15";"17";"14";"5";"14";"13";"17";"12";"12"
"Ademola Lookman";"486";"14";"10";"12";"11";"17";"10";"10";"12";"12";"13";"15"
"Nikola Vlašić";"487";"15";"6";"10";"15";"15";"5";"11";"14";"13";"15";"16"
"Mario Hermoso";"488";"13";"8";"15";"13";"12";"12";"9";"10";"13";"7";"7"
"Koen Casteels";"489";"14";"9";"15";"13";"17";"6";"14";"17";"18";"16";"18"
"Dominik Livaković";"490";"11";"4";"12";"7";"13";"2";"18";"14";"18";"18";"19"
"Manuel Ugarte";"491";"14";"4";"13";"16";"13";"7";"11";"14";"15";"13";"13"
"Germán Pezzella";"492";"13";"10";"10";"14";"12";"12";"15";"12";"15";"15";"14"
"Danny Ings";"493";"10";"13";"9";"13";"17";"8";"15";"14";"18";"13";"16"
"Séko Fofana";"494";"12";"7";"12";"15";"14";"4";"12";"14";"16";"12";"12"
"Curtis Jones";"495";"13";"8";"11";"14";"16";"8";"16";"15";"15";"12";"15"
"Ivan Toney";"496";"15";"5";"11";"14";"16";"11";"11";"14";"15";"7";"7"
"Manu Trigueros";"497";"10";"5";"10";"8";"12";"6";"14";"15";"14";"13";"13"
"Florentino Luís";"498";"13";"4";"10";"6";"13";"8";"12";"12";"17";"16";"15"
"Moisés Caicedo";"499";"11";"6";"10";"4";"14";"8";"13";"10";"12";"13";"10"
"Djéné Dakonam";"500";"4";"5";"15";"6";"14";"5";"11";"12";"11";"14";"12"
"Fernando Pacheco";"501";"13";"12";"12";"11";"12";"7";"14";"11";"14";"13";"13"
"Hugo Mallo";"502";"13";"7";"8";"13";"13";"3";"15";"11";"11";"8";"6"
"Joelinton";"503";"10";"9";"10";"11";"16";"12";"10";"13";"11";"7";"10"
"Giovanni Simeone";"504";"11";"8";"8";"14";"14";"8";"12";"11";"15";"10";"8"
"André-Pierre Gignac";"505";"16";"12";"7";"16";"15";"12";"14";"13";"10";"13";"9"
"Marc Guéhi";"506";"12";"9";"12";"13";"12";"5";"13";"10";"15";"13";"16"
"Nemanja Matić";"507";"13";"7";"10";"13";"13";"5";"16";"16";"18";"11";"11"
"Alex Sandro";"508";"11";"10";"12";"13";"13";"6";"14";"13";"15";"15";"17"
"Antonín Barák";"509";"14";"12";"11";"13";"14";"5";"15";"10";"14";"12";"15"
"Jonathan Bamba";"510";"11";"7";"12";"8";"15";"3";"13";"10";"13";"12";"12"
"Corentin Tolisso";"511";"14";"17";"16";"8";"12";"12";"15";"12";"15";"10";"10"
"Maximilian Arnold";"512";"16";"4";"16";"11";"16";"12";"19";"16";"16";"7";"8"
"Eljif Elmas";"513";"12";"7";"16";"13";"15";"8";"10";"13";"13";"8";"8"
"Daniel Alves";"514";"15";"2";"14";"18";"20";"16";"6";"20";"16";"8";"8"
"Jonathan Clauss";"515";"14";"6";"9";"10";"13";"9";"11";"13";"12";"10";"12"
"Alexis Saelemaekers";"516";"12";"5";"17";"15";"14";"4";"11";"13";"15";"12";"11"
"Gustavo Gómez";"517";"10";"7";"7";"13";"14";"14";"8";"11";"11";"8";"8"
"Lisandro Martínez";"518";"11";"7";"13";"14";"13";"6";"12";"14";"14";"12";"11"
"John McGinn";"519";"13";"5";"10";"12";"13";"4";"8";"13";"16";"15";"15"
"David Raum";"520";"15";"4";"12";"6";"14";"10";"13";"14";"14";"8";"10"
"Alphonse Areola";"521";"12";"7";"1";"11";"15";"5";"15";"12";"16";"17";"17"
"Adnan Januzaj";"522";"14";"12";"15";"18";"15";"11";"10";"12";"11";"7";"13"
"Florian Wirtz";"523";"15";"14";"12";"10";"14";"7";"13";"15";"13";"12";"12"
"Dominik Szoboszlai";"524";"12";"5";"12";"12";"14";"8";"12";"13";"13";"11";"12"
"Stephen Eustáquio";"525";"12";"6";"5";"5";"11";"11";"10";"16";"16";"14";"16"
"Gonzalo Higuaín";"526";"9";"9";"7";"16";"13";"9";"11";"12";"16";"16";"7"
"Kelechi Iheanacho";"527";"4";"5";"7";"18";"14";"5";"13";"13";"14";"8";"11"
"Jeremías Ledesma";"528";"15";"9";"16";"10";"13";"4";"15";"14";"16";"13";"13"
"James Milner";"529";"15";"12";"18";"18";"17";"7";"16";"17";"20";"15";"18"
"Matheus Cunha";"530";"14";"6";"14";"14";"17";"13";"7";"12";"9";"5";"6"
"Héctor Bellerín";"531";"14";"8";"14";"15";"14";"5";"14";"14";"14";"15";"15"
"Takefusa Kubo";"532";"11";"10";"11";"13";"13";"2";"10";"9";"13";"11";"13"
"Tanguy Ndombele";"533";"15";"6";"12";"10";"16";"6";"12";"12";"14";"10";"10"
"Claudio Bravo";"534";"10";"13";"13";"12";"14";"9";"17";"8";"17";"13";"12"
"Javi Martínez";"535";"16";"12";"15";"15";"16";"4";"15";"16";"17";"13";"12"
"Paulinho";"536";"12";"7";"12";"11";"13";"12";"15";"12";"13";"10";"12"
"Rafinha";"537";"14";"15";"14";"15";"14";"7";"12";"12";"13";"12";"13"
"Emiliano Buendía";"538";"14";"6";"14";"15";"16";"12";"14";"13";"13";"5";"3"
"Destiny Udogie";"539";"13";"7";"14";"15";"14";"7";"12";"13";"15";"12";"8"
"Leon Bailey";"540";"13";"13";"12";"16";"18";"16";"5";"12";"10";"10";"10"
"Marcus Edwards";"541";"8";"6";"11";"12";"6";"14";"11";"11";"10";"7";"5"
"Mohammed Kudus";"542";"8";"9";"13";"16";"11";"12";"12";"10";"13";"13";"14"
"Fábio Vieira";"543";"15";"4";"13";"14";"12";"5";"16";"16";"15";"12";"12"
"Gianluca Scamacca";"544";"13";"5";"7";"10";"16";"9";"9";"13";"14";"9";"9"
"Talisca";"545";"14";"8";"11";"12";"17";"16";"3";"13";"14";"10";"12"
"Michail Antonio";"546";"13";"11";"14";"14";"14";"6";"12";"13";"15";"16";"16"
"Umar Sadiq";"547";"14";"8";"4";"12";"13";"11";"9";"11";"12";"12";"7"
"Granit Xhaka";"548";"10";"7";"10";"13";"14";"15";"12";"10";"11";"10";"5"
"Oriol Romeu";"549";"12";"11";"12";"13";"16";"8";"10";"13";"14";"10";"12"
"Renan Lodi";"550";"12";"11";"11";"17";"14";"6";"12";"12";"13";"7";"12"
"Donny van de Beek";"551";"11";"3";"15";"8";"14";"4";"14";"13";"15";"15";"11"
"Junior Messias";"552";"11";"9";"14";"18";"18";"6";"15";"12";"19";"15";"14"
"Toby Alderweireld";"553";"13";"9";"13";"11";"13";"9";"13";"15";"18";"15";"15"
"Rick Karsdorp";"554";"12";"7";"13";"10";"14";"11";"12";"11";"15";"14";"10"
"Marc Bartra";"555";"13";"13";"8";"10";"12";"7";"16";"13";"17";"14";"12"
"Ibrahim Sangaré";"556";"13";"5";"14";"18";"9";"3";"12";"10";"11";"10";"20"
"Matteo Darmian";"557";"14";"5";"17";"10";"16";"8";"14";"15";"18";"18";"18"
"Marcus Thuram";"558";"14";"11";"11";"13";"15";"14";"10";"11";"11";"9";"8"
"Odysseas Vlachodimos";"559";"13";"5";"13";"16";"14";"7";"14";"15";"15";"12";"16"
"Anthony Lopes";"560";"15";"6";"1";"13";"14";"8";"18";"12";"17";"12";"8"
"Aaron Cresswell";"561";"14";"11";"13";"12";"16";"4";"14";"11";"14";"14";"16"
"David Soria";"562";"9";"9";"13";"15";"12";"10";"10";"9";"12";"13";"13"
"Matteo Guendouzi";"563";"13";"7";"8";"15";"13";"15";"8";"10";"11";"7";"13"
"Antonio Adán";"564";"14";"9";"12";"14";"13";"8";"15";"12";"16";"11";"10"
"Berat Djimsiti";"565";"12";"6";"12";"13";"14";"5";"14";"7";"15";"12";"15"
"Joachim Andersen";"566";"12";"7";"8";"11";"15";"3";"12";"14";"16";"13";"14"
"Julian Weigl";"567";"12";"6";"10";"8";"12";"10";"12";"13";"16";"14";"15"
"Jonathan Tah";"568";"13";"9";"8";"8";"13";"8";"13";"13";"14";"15";"15"
"Willi Orbán";"569";"14";"10";"10";"10";"14";"5";"13";"16";"17";"13";"15"
"Roberto Pereyra";"570";"15";"13";"16";"15";"15";"7";"9";"14";"12";"13";"11"
"Juanmi";"571";"14";"10";"7";"7";"15";"5";"16";"12";"12";"14";"12"
"Robert Skov";"572";"11";"10";"19";"12";"15";"4";"12";"15";"14";"17";"16"
"Chancel Mbemba";"573";"16";"13";"14";"14";"14";"5";"9";"17";"16";"13";"16"
"Willian José";"574";"13";"10";"7";"12";"15";"12";"7";"12";"14";"9";"8"
"Alexander Sørloth";"575";"14";"4";"10";"12";"13";"5";"14";"12";"14";"10";"7"
"Marius Wolf";"576";"14";"8";"17";"7";"16";"12";"6";"11";"15";"11";"13"
"Tariq Lamptey";"577";"15";"7";"13";"15";"12";"5";"11";"15";"14";"11";"14"
"Isco";"578";"11";"5";"15";"10";"14";"14";"8";"15";"8";"13";"11"
"Yeremy Pino";"579";"14";"7";"14";"12";"14";"6";"14";"16";"17";"12";"18"
"Adam Webster";"580";"15";"13";"10";"12";"12";"3";"13";"12";"13";"11";"13"
"Gabriel Barbosa";"581";"16";"8";"14";"2";"16";"18";"12";"11";"11";"10";"8"
"Ricardo Pereira";"582";"12";"16";"16";"12";"15";"6";"13";"14";"15";"15";"12"
"Jonathan Rodríguez";"583";"14";"8";"10";"12";"14";"3";"8";"14";"8";"9";"14"
"Beto";"584";"10";"3";"10";"15";"15";"14";"5";"15";"13";"17";"10"
"David Ospina";"585";"15";"8";"1";"14";"16";"6";"12";"15";"15";"15";"15"
"Gareth Bale";"586";"14";"19";"16";"5";"6";"18";"8";"15";"5";"8";"16"
"Adam Lallana";"587";"16";"15";"12";"16";"15";"8";"15";"15";"18";"13";"15"
"Lukás Hrádecký";"588";"14";"4";"1";"17";"15";"8";"13";"16";"12";"14";"14"
"Marko Livaja";"589";"12";"11";"9";"14";"12";"16";"13";"13";"8";"6";"6"
