"Futbolista_ID";"Altura(cm)";"Peso(kg)";"Pierna Izquierda";"Pierna derecha";"Raza"
"525";"178";"71";"12";"20";"Mediterranean_Hispanic"
"526";"184";"89";"14";"20";"Mediterranean_Hispanic"
"527";"185";"82";"20";"6";"African_Caribbean"
"528";"186";"85";"8";"20";"Mediterranean_Hispanic"
"529";"176";"70";"8";"20";"Northern_European"
"530";"183";"76";"14";"20";"Mixed_Race"
"531";"177";"74";"10";"20";"Mediterranean_Hispanic"
"532";"167";"60";"20";"11";"Asian"
"533";"181";"76";"10";"20";"African_Caribbean"
"534";"184";"84";"8";"20";"Mediterranean_Hispanic"
"535";"189";"89";"13";"20";"Mediterranean_Hispanic"
"536";"181";"81";"10";"20";"Mixed_Race"
"537";"174";"71";"20";"10";"Mixed_Race"
"538";"170";"65";"10";"20";"Mediterranean_Hispanic"
"539";"187";"73";"20";"9";"African_Caribbean"
"540";"178";"75";"20";"9";"African_Caribbean"
"541";"168";"65";"20";"7";"Mixed_Race"
"542";"177";"70";"20";"12";"African_Caribbean"
"543";"173";"64";"20";"9";"Mediterranean_Hispanic"
"544";"195";"85";"12";"20";"Mediterranean_Hispanic"
"545";"188";"78";"20";"12";"African_Caribbean"
"546";"180";"82";"10";"20";"African_Caribbean"
"547";"192";"75";"14";"20";"African_Caribbean"
"548";"185";"82";"20";"10";"Mediterranean_Hispanic"
"549";"182";"79";"9";"20";"Mediterranean_Hispanic"
"550";"178";"74";"20";"8";"Mediterranean_Hispanic"
"551";"184";"67";"12";"20";"Northern_European"
"552";"179";"70";"20";"11";"Mixed_Race"
"553";"187";"91";"14";"20";"Northern_European"
"554";"184";"80";"8";"20";"Northern_European"
"555";"184";"73";"10";"20";"Mediterranean_Hispanic"
"556";"191";"77";"7";"20";"African_Caribbean"
"557";"183";"70";"11";"20";"Northern_European"
"558";"192";"90";"13";"20";"African_Caribbean"
"559";"188";"76";"9";"20";"Mediterranean_Hispanic"
"560";"184";"81";"20";"6";"Mediterranean_Hispanic"
"561";"170";"66";"20";"7";"Northern_European"
"562";"192";"85";"8";"20";"Mediterranean_Hispanic"
"563";"185";"68";"8";"20";"North_African__Middle_Eastern"
"564";"190";"88";"20";"7";"Mediterranean_Hispanic"
"565";"190";"83";"10";"20";"Mediterranean_Hispanic"
"566";"192";"85";"11";"20";"Northern_European"
"567";"186";"80";"8";"20";"Northern_European"
"568";"195";"94";"12";"20";"Mixed_Race"
"569";"186";"87";"13";"20";"Northern_European"
"570";"182";"77";"12";"20";"Mediterranean_Hispanic"
"571";"172";"63";"11";"20";"Mediterranean_Hispanic"
"572";"185";"81";"20";"12";"Northern_European"
"573";"182";"80";"12";"20";"African_Caribbean"
"574";"186";"87";"13";"20";"Mixed_Race"
"575";"194";"90";"20";"12";"Northern_European"
"576";"188";"81";"10";"20";"Northern_European"
"577";"164";"62";"10";"20";"African_Caribbean"
"578";"176";"79";"14";"20";"Mediterranean_Hispanic"
"579";"172";"65";"12";"20";"Mediterranean_Hispanic"
"580";"190";"77";"17";"20";"Northern_European"
"581";"178";"74";"20";"3";"Mediterranean_Hispanic"
"582";"175";"70";"10";"20";"African_Caribbean"
"583";"181";"78";"11";"20";"Mediterranean_Hispanic"
"584";"194";"78";"8";"20";"Mediterranean_Hispanic"
"585";"183";"79";"6";"20";"Mediterranean_Hispanic"
"586";"185";"82";"20";"11";"Northern_European"
"587";"173";"73";"14";"20";"Northern_European"
"588";"192";"85";"6";"20";"Northern_European"
"589";"182";"84";"15";"20";"Northern_European"
"590";"171";"64";"6";"20";"African_Caribbean"
"591";"173";"75";"20";"10";"Mediterranean_Hispanic"
"592";"186";"87";"15";"20";"Native_American"
"593";"183";"86";"12";"20";"Mixed_Race"
"594";"190";"84";"6";"20";"Mediterranean_Hispanic"
"595";"171";"65";"11";"20";"Mediterranean_Hispanic"
"596";"180";"82";"11";"20";"Mediterranean_Hispanic"
"597";"167";"58";"9";"20";"Northern_European"
"598";"175";"66";"20";"9";"African_Caribbean"
"599";"184";"70";"12";"20";"Mediterranean_Hispanic"
"600";"178";"71";"12";"20";"Mediterranean_Hispanic"
"601";"180";"75";"12";"20";"Mixed_Race"
"602";"181";"70";"11";"20";"Northern_European"
"603";"192";"84";"8";"20";"Mediterranean_Hispanic"
"604";"178";"66";"12";"20";"Northern_European"
"605";"196";"92";"9";"20";"Northern_European"
"606";"184";"73";"20";"10";"Mediterranean_Hispanic"
"607";"178";"69";"13";"20";"African_Caribbean"
"608";"185";"72";"8";"20";"Northern_European"
"609";"191";"89";"20";"12";"Northern_European"
"610";"185";"77";"12";"20";"Northern_European"
"611";"189";"76";"15";"20";"Northern_European"
"612";"169";"72";"20";"7";"Mediterranean_Hispanic"
"613";"175";"77";"14";"20";"African_Caribbean"
"614";"191";"82";"12";"20";"Mediterranean_Hispanic"
"615";"176";"64";"20";"7";"Mediterranean_Hispanic"
"616";"170";"64";"20";"7";"Northern_European"
"617";"176";"72";"13";"20";"African_Caribbean"
"618";"172";"66";"11";"20";"African_Caribbean"
"619";"194";"83";"7";"20";"Northern_European"
"620";"184";"77";"20";"12";"Mediterranean_Hispanic"
"621";"190";"82";"10";"20";"Mixed_Race"
"622";"193";"82";"12";"20";"North_African__Middle_Eastern"
"623";"182";"66";"20";"18";"Northern_European"
"624";"185";"75";"20";"12";"Northern_European"
"625";"180";"70";"11";"20";"African_Caribbean"
"626";"184";"80";"20";"7";"African_Caribbean"
"627";"188";"80";"8";"20";"Northern_European"
"628";"175";"66";"9";"20";"Mediterranean_Hispanic"
"629";"183";"72";"11";"20";"African_Caribbean"
"630";"187";"85";"20";"12";"North_African__Middle_Eastern"
"631";"191";"86";"20";"8";"African_Caribbean"
"632";"180";"75";"11";"20";"Mediterranean_Hispanic"
"633";"187";"88";"10";"20";"African_Caribbean"
"634";"174";"67";"12";"20";"Mediterranean_Hispanic"
"635";"181";"75";"11";"20";"Northern_European"
"636";"168";"58";"20";"9";"Mediterranean_Hispanic"
"637";"191";"86";"12";"20";"Northern_European"
"638";"179";"69";"10";"20";"Northern_European"
"639";"175";"69";"12";"20";"North_African__Middle_Eastern"
"640";"183";"83";"10";"20";"Mediterranean_Hispanic"
"641";"181";"79";"9";"20";"African_Caribbean"
"642";"178";"67";"20";"15";"Northern_European"
"643";"176";"68";"20";"8";"Mediterranean_Hispanic"
"644";"182";"75";"10";"20";"Northern_European"
"645";"178";"74";"12";"20";"Mediterranean_Hispanic"
"646";"177";"72";"20";"6";"Mediterranean_Hispanic"
"647";"184";"72";"11";"20";"Mediterranean_Hispanic"
"648";"175";"73";"20";"10";"African_Caribbean"
"649";"183";"70";"10";"20";"Mediterranean_Hispanic"
"650";"179";"71";"11";"20";"Mediterranean_Hispanic"
"651";"175";"76";"8";"20";"Northern_European"
"652";"175";"70";"11";"20";"Native_American"
"653";"173";"71";"11";"20";"Mediterranean_Hispanic"
"654";"172";"67";"12";"20";"North_African__Middle_Eastern"
"655";"193";"82";"8";"20";"Mixed_Race"
"656";"188";"85";"8";"20";"Northern_European"
"657";"185";"78";"8";"20";"Mediterranean_Hispanic"
"658";"185";"80";"13";"20";"Mediterranean_Hispanic"
"659";"188";"79";"5";"20";"North_African__Middle_Eastern"
"660";"196";"78";"20";"7";"Mixed_Race"
"661";"187";"81";"11";"20";"Mediterranean_Hispanic"
"662";"177";"77";"12";"20";"Mixed_Race"
"663";"174";"70";"20";"6";"Mediterranean_Hispanic"
"664";"182";"76";"12";"20";"Mediterranean_Hispanic"
"665";"175";"76";"11";"20";"Mediterranean_Hispanic"
"666";"188";"92";"20";"10";"Native_American"
"667";"196";"78";"13";"20";"Northern_European"
"668";"180";"68";"13";"20";"North_African__Middle_Eastern"
"669";"178";"68";"12";"20";"North_African__Middle_Eastern"
"670";"191";"79";"8";"20";"African_Caribbean"
"671";"188";"83";"7";"20";"Mediterranean_Hispanic"
"672";"175";"68";"10";"20";"Mediterranean_Hispanic"
"673";"175";"62";"16";"20";"Mediterranean_Hispanic"
"674";"193";"88";"5";"20";"Northern_European"
"675";"189";"77";"11";"20";"Northern_European"
"676";"178";"76";"20";"11";"Mediterranean_Hispanic"
"677";"181";"74";"12";"20";"Mediterranean_Hispanic"
"678";"176";"68";"20";"12";"Mixed_Race"
"679";"179";"72";"11";"20";"African_Caribbean"
"680";"182";"78";"15";"20";"Northern_European"
"681";"183";"78";"8";"20";"Mediterranean_Hispanic"
"682";"173";"72";"15";"20";"North_African__Middle_Eastern"
"683";"185";"85";"20";"10";"African_Caribbean"
"684";"188";"72";"20";"10";"Mixed_Race"
"685";"187";"84";"10";"20";"African_Caribbean"
"686";"198";"88";"8";"20";"Mediterranean_Hispanic"
"687";"178";"65";"11";"20";"Mediterranean_Hispanic"
"688";"192";"80";"8";"20";"African_Caribbean"
"689";"177";"71";"20";"12";"Mixed_Race"
"690";"172";"70";"20";"6";"African_Caribbean"
"691";"178";"70";"8";"20";"Northern_European"
"692";"171";"65";"20";"5";"Mediterranean_Hispanic"
"693";"185";"72";"16";"20";"Northern_European"
"694";"175";"72";"12";"20";"Mixed_Race"
"695";"181";"79";"17";"20";"Northern_European"
"696";"191";"80";"10";"20";"Northern_European"
"697";"191";"86";"10";"20";"Mixed_Race"
"698";"178";"72";"9";"20";"Mediterranean_Hispanic"
"699";"181";"78";"20";"8";"Northern_European"
"700";"175";"61";"10";"20";"Northern_European"
"701";"190";"88";"11";"20";"Mixed_Race"
"702";"197";"84";"12";"20";"Northern_European"
"703";"180";"78";"8";"20";"African_Caribbean"
"704";"177";"77";"15";"20";"African_Caribbean"
"705";"187";"83";"11";"20";"African_Caribbean"
"706";"190";"88";"10";"20";"Mixed_Race"
"707";"187";"83";"10";"20";"Northern_European"
"708";"181";"77";"12";"20";"Northern_European"
"709";"187";"73";"10";"20";"North_African__Middle_Eastern"
"710";"190";"83";"5";"20";"Northern_European"
"711";"183";"74";"10";"20";"African_Caribbean"
"712";"191";"91";"20";"9";"Mediterranean_Hispanic"
"713";"167";"59";"13";"20";"Mediterranean_Hispanic"
"714";"175";"73";"11";"20";"African_Caribbean"
"715";"187";"87";"10";"20";"Northern_European"
"716";"190";"78";"11";"20";"Northern_European"
"717";"169";"70";"10";"20";"Mediterranean_Hispanic"
"718";"185";"79";"12";"20";"Mediterranean_Hispanic"
"719";"180";"80";"8";"20";"Mediterranean_Hispanic"
"720";"177";"77";"20";"10";"Northern_European"
"721";"183";"75";"20";"10";"North_African__Middle_Eastern"
"722";"187";"72";"10";"20";"Mediterranean_Hispanic"
"723";"184";"75";"12";"20";"Northern_European"
"724";"184";"74";"10";"20";"Mediterranean_Hispanic"
"725";"175";"62";"11";"20";"Mixed_Race"
"726";"188";"74";"7";"20";"Mediterranean_Hispanic"
"727";"175";"70";"11";"20";"Mixed_Race"
"728";"189";"77";"20";"9";"Northern_European"
"729";"181";"73";"12";"20";"Mediterranean_Hispanic"
"730";"186";"82";"11";"20";"North_African__Middle_Eastern"
"731";"180";"71";"15";"20";"Northern_European"
"732";"172";"75";"20";"10";"African_Caribbean"
"733";"182";"65";"20";"8";"North_African__Middle_Eastern"
"734";"176";"68";"10";"20";"African_Caribbean"
"735";"184";"74";"12";"20";"Mediterranean_Hispanic"
"736";"171";"68";"20";"4";"Mediterranean_Hispanic"
"737";"185";"77";"20";"9";"Mediterranean_Hispanic"
"738";"171";"62";"12";"20";"African_Caribbean"
"739";"181";"76";"11";"20";"Mixed_Race"
"740";"185";"80";"20";"9";"African_Caribbean"
"741";"188";"82";"13";"20";"Mixed_Race"
"742";"180";"0";"20";"10";"African_Caribbean"
"743";"184";"76";"12";"20";"Asian"
"744";"185";"70";"11";"20";"North_African__Middle_Eastern"
"745";"180";"77";"8";"20";"North_African__Middle_Eastern"
"746";"188";"75";"20";"12";"Northern_European"
"747";"179";"69";"20";"12";"African_Caribbean"
"748";"182";"79";"9";"20";"Mediterranean_Hispanic"
"749";"180";"79";"12";"20";"Mediterranean_Hispanic"
"750";"183";"83";"11";"20";"Mediterranean_Hispanic"
"751";"169";"67";"20";"10";"African_Caribbean"
"752";"187";"83";"11";"20";"African_Caribbean"
"753";"182";"77";"20";"8";"Mixed_Race"
"754";"185";"73";"8";"20";"North_African__Middle_Eastern"
"755";"179";"72";"9";"20";"Mixed_Race"
"756";"193";"78";"6";"20";"Mediterranean_Hispanic"
"757";"175";"69";"20";"12";"Mediterranean_Hispanic"
"758";"184";"78";"9";"20";"North_African__Middle_Eastern"
"759";"178";"74";"20";"10";"Northern_European"
"760";"173";"74";"14";"20";"Mixed_Race"
"761";"174";"71";"12";"20";"Mediterranean_Hispanic"
"762";"176";"0";"20";"10";"African_Caribbean"
"763";"170";"70";"20";"7";"Native_American"
"764";"193";"79";"9";"20";"African_Caribbean"
"765";"180";"70";"14";"20";"Mediterranean_Hispanic"
"766";"182";"73";"8";"20";"Northern_European"
"767";"175";"73";"12";"20";"Mediterranean_Hispanic"
"768";"169";"68";"20";"8";"Mediterranean_Hispanic"
"769";"189";"87";"12";"20";"Northern_European"
"770";"184";"75";"12";"20";"Mediterranean_Hispanic"
"771";"171";"66";"6";"20";"Native_American"
"772";"168";"65";"16";"20";"Mediterranean_Hispanic"
"773";"174";"68";"12";"20";"Asian"
"774";"188";"77";"9";"20";"Mediterranean_Hispanic"
"775";"189";"86";"11";"20";"Northern_European"
"776";"175";"72";"10";"20";"African_Caribbean"
"777";"170";"63";"15";"20";"Asian"
"778";"172";"66";"14";"20";"African_Caribbean"
"779";"175";"70";"20";"17";"Northern_European"
"780";"184";"68";"10";"20";"African_Caribbean"
"781";"183";"81";"20";"11";"Northern_European"
"782";"187";"82";"8";"20";"African_Caribbean"
"783";"190";"83";"10";"20";"Northern_European"
"784";"186";"79";"20";"12";"North_African__Middle_Eastern"
"785";"177";"77";"12";"20";"African_Caribbean"
"786";"189";"79";"8";"20";"African_Caribbean"
"787";"183";"70";"20";"8";"African_Caribbean"
"788";"193";"88";"12";"20";"Northern_European"
"789";"176";"77";"20";"10";"Mixed_Race"
"790";"185";"81";"20";"8";"Northern_European"
"791";"182";"78";"10";"20";"Mediterranean_Hispanic"
"792";"182";"76";"10";"20";"Northern_European"
"793";"197";"91";"12";"20";"Mixed_Race"
"794";"185";"80";"20";"10";"Northern_European"
"795";"175";"74";"8";"20";"Northern_European"
"796";"179";"73";"12";"20";"Northern_European"
"797";"181";"74";"10";"20";"Northern_European"
"798";"188";"80";"12";"20";"Mixed_Race"
"799";"178";"72";"20";"11";"Northern_European"
"800";"178";"72";"12";"20";"Mixed_Race"
"801";"185";"82";"14";"20";"Northern_European"
"802";"176";"0";"10";"20";"African_Caribbean"
"803";"191";"78";"10";"20";"Mediterranean_Hispanic"
"804";"180";"78";"12";"20";"Mediterranean_Hispanic"
"805";"179";"70";"15";"20";"Asian"
"806";"181";"77";"11";"20";"African_Caribbean"
"807";"184";"80";"20";"11";"Mediterranean_Hispanic"
"808";"188";"84";"6";"20";"Northern_European"
"809";"191";"86";"6";"20";"Northern_European"
"810";"180";"70";"11";"20";"Mediterranean_Hispanic"
"811";"178";"72";"20";"11";"Mediterranean_Hispanic"
"812";"184";"71";"20";"9";"African_Caribbean"
"813";"184";"74";"7";"20";"Mediterranean_Hispanic"
"814";"172";"72";"11";"20";"Mediterranean_Hispanic"
"815";"184";"74";"9";"20";"African_Caribbean"
"816";"194";"81";"7";"20";"Mediterranean_Hispanic"
"817";"178";"71";"14";"20";"Mediterranean_Hispanic"
"818";"189";"87";"8";"20";"Mediterranean_Hispanic"
"819";"190";"81";"9";"20";"Mediterranean_Hispanic"
"820";"181";"78";"12";"20";"Northern_European"
"821";"173";"70";"13";"20";"Mediterranean_Hispanic"
"822";"171";"72";"20";"10";"Mediterranean_Hispanic"
"823";"178";"72";"10";"20";"Mediterranean_Hispanic"
"824";"175";"0";"12";"20";"African_Caribbean"
"825";"178";"75";"10";"20";"Mediterranean_Hispanic"
"826";"196";"74";"20";"7";"Northern_European"
"827";"182";"67";"20";"8";"Mediterranean_Hispanic"
"828";"190";"84";"8";"20";"Mediterranean_Hispanic"
"829";"176";"73";"15";"20";"North_African__Middle_Eastern"
"830";"185";"80";"12";"20";"Mixed_Race"
"831";"188";"0";"8";"20";"Northern_European"
"832";"190";"81";"20";"11";"Northern_European"
"833";"183";"72";"8";"20";"African_Caribbean"
"834";"184";"78";"10";"20";"Northern_European"
"835";"176";"74";"12";"20";"Northern_European"
"836";"186";"86";"12";"20";"Northern_European"
"837";"193";"78";"8";"20";"Mediterranean_Hispanic"
"838";"180";"79";"13";"20";"Mediterranean_Hispanic"
"839";"191";"70";"7";"20";"Mediterranean_Hispanic"
"840";"194";"82";"7";"20";"Northern_European"
"841";"188";"80";"20";"8";"Mediterranean_Hispanic"
"842";"188";"84";"12";"20";"Northern_European"
"843";"189";"84";"20";"6";"Mixed_Race"
"844";"195";"92";"20";"13";"Northern_European"
"845";"183";"81";"8";"20";"Northern_European"
"846";"199";"0";"20";"8";"Mediterranean_Hispanic"
"847";"175";"76";"20";"12";"Mediterranean_Hispanic"
"848";"187";"84";"13";"20";"Northern_European"
"849";"180";"75";"12";"20";"Mediterranean_Hispanic"
"850";"174";"72";"12";"20";"Mediterranean_Hispanic"
"851";"189";"79";"20";"9";"Northern_European"
"852";"186";"79";"9";"20";"African_Caribbean"
"853";"179";"68";"20";"8";"Mediterranean_Hispanic"
"854";"166";"71";"10";"20";"Mediterranean_Hispanic"
"855";"183";"68";"14";"20";"Mediterranean_Hispanic"
"856";"181";"73";"20";"8";"Northern_European"
"857";"183";"73";"8";"20";"Northern_European"
"858";"183";"77";"9";"20";"African_Caribbean"
"859";"179";"69";"12";"20";"Northern_European"
"860";"192";"84";"12";"20";"Mixed_Race"
"861";"184";"81";"12";"20";"Northern_European"
"862";"190";"77";"11";"20";"African_Caribbean"
"863";"181";"79";"11";"20";"African_Caribbean"
"864";"190";"83";"8";"20";"Northern_European"
"865";"180";"73";"20";"10";"African_Caribbean"
"866";"188";"85";"10";"20";"North_African__Middle_Eastern"
"867";"184";"79";"8";"20";"North_African__Middle_Eastern"
"868";"183";"81";"11";"20";"Northern_European"
"869";"186";"89";"10";"20";"Northern_European"
"870";"172";"62";"20";"10";"Mediterranean_Hispanic"
"871";"183";"79";"12";"20";"African_Caribbean"
"872";"179";"72";"12";"20";"African_Caribbean"
"873";"185";"83";"20";"7";"Mixed_Race"
"874";"189";"80";"11";"20";"Northern_European"
"875";"182";"74";"20";"10";"Northern_European"
"876";"170";"68";"10";"20";"Mediterranean_Hispanic"
"877";"183";"74";"9";"20";"African_Caribbean"
"878";"176";"72";"9";"20";"Mediterranean_Hispanic"
"879";"185";"70";"9";"20";"Mediterranean_Hispanic"
"880";"191";"80";"6";"20";"Mediterranean_Hispanic"
"881";"185";"0";"14";"20";"Northern_European"
"882";"180";"75";"10";"20";"Mediterranean_Hispanic"
"883";"188";"83";"12";"20";"African_Caribbean"
"884";"185";"83";"8";"20";"Northern_European"
"885";"188";"83";"10";"20";"Northern_European"
"886";"190";"82";"20";"10";"African_Caribbean"
"887";"194";"91";"8";"20";"Northern_European"
"888";"160";"63";"15";"20";"Mediterranean_Hispanic"
"889";"182";"75";"12";"20";"Mediterranean_Hispanic"
"890";"177";"71";"12";"20";"Native_American"
"891";"173";"66";"20";"10";"Mediterranean_Hispanic"
"892";"179";"74";"20";"13";"African_Caribbean"
"893";"186";"77";"9";"20";"Northern_European"
"894";"184";"77";"12";"20";"Mediterranean_Hispanic"
"895";"175";"70";"10";"20";"Mediterranean_Hispanic"
"896";"183";"75";"9";"20";"Mediterranean_Hispanic"
"897";"175";"70";"7";"20";"Mediterranean_Hispanic"
"898";"181";"79";"10";"20";"Mediterranean_Hispanic"
"899";"183";"74";"11";"20";"Mediterranean_Hispanic"
"900";"178";"76";"10";"20";"Northern_European"
"901";"165";"64";"11";"20";"Mediterranean_Hispanic"
"902";"176";"72";"20";"8";"African_Caribbean"
"903";"195";"97";"8";"20";"African_Caribbean"
"904";"192";"80";"20";"9";"African_Caribbean"
"905";"172";"70";"8";"20";"Northern_European"
"906";"189";"84";"14";"20";"Northern_European"
"907";"194";"78";"8";"20";"Mediterranean_Hispanic"
"908";"167";"65";"15";"20";"African_Caribbean"
"909";"171";"67";"10";"20";"Mediterranean_Hispanic"
"910";"176";"73";"14";"20";"Mediterranean_Hispanic"
"911";"187";"77";"10";"20";"African_Caribbean"
"912";"176";"74";"20";"10";"Mixed_Race"
"913";"175";"63";"15";"20";"Northern_European"
"914";"182";"76";"20";"11";"Northern_European"
"915";"171";"64";"18";"20";"Mediterranean_Hispanic"
"916";"175";"67";"20";"9";"African_Caribbean"
"917";"185";"77";"11";"20";"Northern_European"
"918";"175";"76";"11";"20";"African_Caribbean"
"919";"183";"72";"11";"20";"African_Caribbean"
"920";"185";"87";"20";"10";"Northern_European"
"921";"185";"73";"7";"20";"Mediterranean_Hispanic"
"922";"192";"90";"6";"20";"Mediterranean_Hispanic"
"923";"174";"63";"10";"20";"Mediterranean_Hispanic"
"924";"184";"0";"12";"20";"African_Caribbean"
"925";"196";"85";"20";"12";"African_Caribbean"
"926";"180";"71";"9";"20";"Mediterranean_Hispanic"
"927";"192";"88";"10";"20";"African_Caribbean"
"928";"168";"65";"7";"20";"Native_American"
"929";"187";"79";"20";"9";"Mixed_Race"
"930";"188";"82";"8";"20";"African_Caribbean"
"931";"201";"87";"20";"8";"Northern_European"
"932";"168";"69";"10";"20";"Mediterranean_Hispanic"
"933";"187";"82";"7";"20";"Northern_European"
"934";"180";"71";"10";"20";"African_Caribbean"
