"Name(ocultar)";"Futbolista_ID";"Habilidad Actual (200)";"Habilidad Potencial (200)"
"Maxence Lacroix";"701";"140";"160"
"Wout Weghorst";"702";"140";"147"
"Sheraldo Becker";"703";"140";"140"
"Hamed Traoré";"704";"140";"159"
"Davinson Sánchez";"705";"140";"150"
"Jean-Clair Todibo";"706";"140";"162"
"Jasper Cillessen";"707";"140";"155"
"Maximilian Eggestein";"708";"140";"148"
"Randal Kolo Muani";"709";"140";"149"
"Łukasz Fabiański";"710";"140";"154"
"Moussa Dembélé";"711";"140";"146"
"Rui Silva";"712";"140";"145"
"Manuel Lanzini";"713";"140";"150"
"Alexandre Lacazette";"714";"140";"161"
"Grzegorz Krychowiak";"715";"140";"155"
"Robin Knoche";"716";"140";"143"
"Alexis Sánchez";"717";"140";"175"
"Giovanni Reyna";"718";"140";"-9"
"Vincenzo Grifo";"719";"140";"144"
"Philipp Max";"720";"140";"147"
"Kerem Demirbay";"721";"140";"150"
"Gaetano Castrovilli";"722";"140";"150"
"Nemanja Maksimović";"723";"140";"150"
"Davide Frattesi";"724";"140";"159"
"Jesse Lingard";"725";"140";"148"
"Mattia Perin";"726";"140";"150"
"Che Adams";"727";"140";"145"
"Pau López";"728";"140";"143"
"Andrea Belotti";"729";"140";"156"
"Sardar Azmoun";"730";"140";"143"
"Mikkel Damsgaard";"731";"140";"161"
"Douglas Costa";"732";"140";"172"
"Rachid Ghezzal";"733";"140";"140"
"Diadié Samassékou";"734";"140";"145"
"Rade Krunić";"735";"140";"143"
"Everton Ribeiro";"736";"140";"151"
"Federico Bernardeschi";"737";"140";"152"
"Sergiño Dest";"738";"140";"155"
"Gilberto";"739";"140";"142"
"Marcão";"740";"140";"145"
"Souza";"741";"140";"140"
"Nico Williams";"742";"139";"-9"
"Daichi Kamada";"743";"139";"141"
"Sofyan Amrabat";"744";"139";"145"
"Mohamed Elneny";"745";"139";"155"
"Tommaso Pobega";"746";"139";"158"
"Maxwel Cornet";"747";"139";"143"
"Yeray";"748";"139";"152"
"Igor Zubeldia";"749";"139";"147"
"Dani Vivian";"750";"139";"158"
"Tyrell Malacia";"751";"139";"150"
"Odsonne Edouard";"752";"139";"158"
"Rodrigo";"753";"139";"165"
"Ellyes Skhiri";"754";"139";"143"
"Galeno";"755";"139";"146"
"Pietro Terracciano";"756";"139";"145"
"Munir";"757";"139";"150"
"Aïssa Mandi";"758";"139";"148"
"Ryan Christie";"759";"139";"150"
"Josef Martínez";"760";"139";"142"
"Mauro Arambarri";"761";"139";"149"
"Noni Madueke";"762";"139";"-9"
"Ángel Mena";"763";"139";"145"
"Yerry Mina";"764";"139";"154"
"Danilo Cataldi";"765";"139";"145"
"Joël Veltman";"766";"139";"142"
"Jaime Seoane";"767";"139";"150"
"Isi Palazón";"768";"139";"143"
"Luuk de Jong";"769";"139";"144"
"Diogo Dalot";"770";"139";"158"
"Raúl Ruidíaz";"771";"139";"146"
"Santi Cazorla";"772";"139";"165"
"Takumi Minamino";"773";"139";"150"
"Roberto Gagliardini";"774";"139";"150"
"Julio Furch";"775";"139";"142"
"Amadou Haïdara";"776";"139";"153"
"Kyôgo Furuhashi";"777";"139";"148"
"Justin Kluivert";"778";"139";"155"
"Jack Harrison";"779";"139";"148"
"Boubacar Kamara";"780";"139";"164"
"Matthew Targett";"781";"139";"140"
"Mohamed Simakan";"782";"139";"160"
"Martin Dúbravka";"783";"139";"150"
"Karim Rekik";"784";"139";"142"
"Jonathan David";"785";"139";"155"
"Silas Katompa Mvumpa";"786";"139";"150"
"Antonee Robinson";"787";"139";"142"
"Scott McTominay";"788";"139";"148"
"Emerson";"789";"139";"158"
"Patrick Bamford";"790";"139";"140"
"Aitor Fernández";"791";"139";"145"
"Róger Guedes";"792";"139";"150"
"Robert Sánchez";"793";"139";"160"
"Joško Gvardiol";"794";"139";"-9"
"Marc Albrighton";"795";"139";"142"
"Jesper Karlsson";"796";"139";"149"
"Harrison Reed";"797";"139";"145"
"Dele Alli";"798";"139";"160"
"Viktor Tsygankov";"799";"139";"145"
"Samuel Lino";"800";"139";"152"
"Çağlar Söyüncü";"801";"139";"162"
"Youssouf Fofana";"802";"139";"153"
"José Fonte";"803";"139";"146"
"Zeki Çelik";"804";"139";"147"
"Woo-yeong Jeong";"805";"139";"155"
"Mariano";"806";"139";"154"
"Víctor Ruiz";"807";"139";"153"
"Justin Bijlow";"808";"138";"153"
"Péter Gulácsi";"809";"138";"146"
"Riccardo Sottil";"810";"138";"154"
"Luca Pellegrini";"811";"138";"155"
"Michael Olise";"812";"138";"-9"
"Carlos Acevedo";"813";"138";"148"
"Alexis Vega";"814";"138";"148"
"Jerry St. Juste";"815";"138";"146"
"Esteban Andrada";"816";"138";"148"
"Andreas Pereira";"817";"138";"145"
"Sergio Asenjo";"818";"138";"157"
"Vicente Guaita";"819";"138";"150"
"Dennis Praet";"820";"138";"148"
"Lucas Zelarayán";"821";"138";"153"
"Rubén García";"822";"138";"150"
"Santiago Arias";"823";"138";"144"
"Eddie Nketiah";"824";"138";"155"
"Jonathan Calleri";"825";"138";"144"
"Illan Meslier";"826";"138";"161"
"Ignacio Fernández";"827";"138";"144"
"Domingos Duarte";"828";"138";"153"
"Hany Mukhtar";"829";"138";"150"
"Lukas Nmecha";"830";"138";"152"
"Caoimhin Kelleher";"831";"138";"154"
"Marko Dmitrović";"832";"138";"145"
"Aaron Wan-Bissaka";"833";"138";"150"
"Grischa Prömel";"834";"138";"141"
"Harry Winks";"835";"138";"144"
"Robert Andrich";"836";"138";"139"
"Thomas Strakosha";"837";"138";"146"
"Oscar Trejo";"838";"138";"140"
"César Montes";"839";"138";"148"
"Mark Flekken";"840";"138";"142"
"Gonçalo Inácio";"841";"138";"156"
"Fabian Schär";"842";"138";"138"
"Dória";"843";"138";"142"
"Cássio";"844";"138";"145"
"Baptiste Santamaria";"845";"138";"142"
"Giorgi Mamardashvili";"846";"138";"156"
"Maycon";"847";"138";"148"
"Toni Martínez";"848";"138";"148"
"Aitor Ruibal";"849";"138";"143"
"Everton Cebolinha";"850";"138";"146"
"Jan Vertonghen";"851";"138";"165"
"Daniel Amartey";"852";"138";"145"
"Caio Henrique";"853";"138";"145"
"Dodo";"854";"138";"155"
"Stuart Armstrong";"855";"138";"150"
"Solly March";"856";"138";"141"
"Calum Chambers";"857";"138";"150"
"Ezri Konsa";"858";"138";"150"
"Aaron Mooy";"859";"138";"150"
"Yussuf Poulsen";"860";"138";"145"
"Joakim Mæhle";"861";"138";"144"
"Ryan Gravenberch";"862";"138";"-9"
"Alassane Pléa";"863";"138";"147"
"Bernd Leno";"864";"138";"163"
"Ludovic Blas";"865";"138";"146"
"Rani Khedira";"866";"138";"138"
"Karim Bellarabi";"867";"138";"151"
"Stuart Dallas";"868";"138";"149"
"Matt Doherty";"869";"138";"152"
"Pedro Neto";"870";"138";"167"
"Alexander Bah";"871";"138";"150"
"Rafael Carioca";"872";"138";"145"
"Juan Jesus";"873";"138";"145"
"Jonas Omlin";"874";"138";"140"
"Alexey Miranchuk";"875";"138";"144"
"Diego Demme";"876";"138";"148"
"Taiwo Awoniyi";"877";"138";"145"
"Gianluca Caprari";"878";"138";"142"
"Davide Zappacosta";"879";"138";"149"
"Marco Silvestri";"880";"138";"143"
"Matty Cash";"881";"138";"148"
"Danilo D'Ambrosio";"882";"138";"146"
"Pablo Rosario";"883";"138";"145"
"Lucas Tousart";"884";"138";"139"
"Craig Dawson";"885";"138";"140"
"Moussa Niakhaté";"886";"138";"146"
"Marwin Hitz";"887";"138";"138"
"Yeferson Soteldo";"888";"138";"146"
"Álvaro";"889";"138";"145"
"Exequiel Palacios";"890";"138";"155"
"Cengiz Ünder";"891";"138";"144"
"Karim Adeyemi";"892";"138";"160"
"James Tarkowski";"893";"138";"150"
"Yangel Herrera";"894";"138";"155"
"Houssem Aouar";"895";"138";"153"
"Sergi Gómez";"896";"138";"149"
"Gonzalo Montiel";"897";"138";"145"
"Edgar Badía";"898";"138";"145"
"Vitinha";"899";"138";"148"
"Aaron Ramsey";"900";"137";"161"
"Fran Beltrán";"901";"137";"156"
"Marvelous Nakamba";"902";"137";"138"
"Willy Boly";"903";"137";"150"
"Evan N'Dicka";"904";"137";"157"
"Valentin Rongier";"905";"137";"143"
"Nico Elvedi";"906";"137";"145"
"Alejandro Catena";"907";"137";"142"
"Nicolás de la Cruz";"908";"137";"140"
"Matías Zaracho";"909";"137";"145"
"Moi Gómez";"910";"137";"154"
"Éric Bailly";"911";"137";"150"
"Gustavo Scarpa";"912";"137";"144"
"Nicola Zalewski";"913";"137";"-85"
"Niko Gießelmann";"914";"137";"138"
"Alejandro Pozuelo";"915";"137";"138"
"Jonathan Ikoné";"916";"137";"148"
"Christian Fassnacht";"917";"137";"138"
"Edenílson";"918";"137";"143"
"Moise Kean";"919";"137";"156"
"Christian Günter";"920";"137";"139"
"Jaume Domènech";"921";"137";"145"
"Nahuel Guzmán";"922";"137";"148"
"Maxence Caqueret";"923";"137";"156"
"Albert Sambi Lokonga";"924";"137";"165"
"David Carmo";"925";"137";"148"
"Davide Faraoni";"926";"137";"142"
"Jean-Philippe Mateta";"927";"137";"148"
"Rony";"928";"137";"138"
"Abdou Diallo";"929";"137";"145"
"Boubakary Soumaré";"930";"137";"154"
"Dan Burn";"931";"137";"142"
"Fernando Gorriarán";"932";"137";"140"
"Oliver Baumann";"933";"137";"142"
"Kenny Tete";"934";"137";"138"
"Conor Coady";"935";"137";"144"
"Lukas Klostermann";"936";"137";"142"
"Jérémie Boga";"937";"137";"145"
"Robin Quaison";"938";"137";"142"
"Ryan Sessegnon";"939";"137";"151"
"Benjamin Bourigeaud";"940";"137";"139"
"Saša Lukić";"941";"137";"143"
"Boulaye Dia";"942";"137";"145"
"Alexander Nübel";"943";"137";"155"
"Darko Lazović";"944";"137";"144"
"Quincy Promes";"945";"137";"150"
"Daniel Caligiuri";"946";"137";"144"
"Carles Aleñá";"947";"137";"156"
"Carlos Rodríguez";"948";"137";"144"
"Stefano Sensi";"949";"137";"150"
"Lovro Majer";"950";"137";"144"
"Yusuf Yazıcı";"951";"137";"145"
"Tetê";"952";"137";"156"
"Matteo Pessina";"953";"137";"150"
"Djibril Sow";"954";"137";"144"
"Rico Henry";"955";"137";"145"
"Fran García";"956";"137";"153"
"Donyell Malen";"957";"137";"157"
"Nicolae Stanciu";"958";"137";"140"
"Andrés Guardado";"959";"137";"148"
"Luis Romo";"960";"137";"148"
"Camilo Vargas";"961";"137";"138"
"Fernando";"962";"137";"146"
"Mohamed Camara";"963";"137";"160"
"Wanderson";"964";"137";"146"
"Bruno Henrique";"965";"136";"152"
"Arthur Cabral";"966";"136";"145"
"Brennan Johnson";"967";"136";"162"
"Meschack Elia";"968";"136";"139"
"André Carrillo";"969";"136";"140"
"Dávid Hancko";"970";"136";"145"
"Rémy Cabella";"971";"136";"145"
"Tormena";"972";"136";"142"
"Roberto Torres";"973";"136";"145"
"Alan Patrick";"974";"136";"137"
"Nuno Tavares";"975";"136";"154"
"Morgan Sanson";"976";"136";"145"
"Sebastián Villa";"977";"136";"137"
"Suat Serdar";"978";"136";"143"
"Rob Holding";"979";"136";"155"
"Hamari Traoré";"980";"136";"138"
"Sam Johnstone";"981";"136";"140"
"Enis Bardhi";"982";"136";"146"
"Ihlas Bebou";"983";"136";"140"
"Antonio Candreva";"984";"136";"155"
"Christian Kouamé";"985";"136";"144"
"Nemanja Gudelj";"986";"136";"144"
"Dan-Axel Zagadou";"987";"136";"153"
"Ainsley Maitland-Niles";"988";"136";"148"
"Pascal Groß";"989";"136";"150"
"Mattia De Sciglio";"990";"136";"146"
"Dejan Lovren";"991";"136";"153"
"Tosin Adarabioyo";"992";"136";"155"
"Victor Moses";"993";"136";"146"
"Josip Šutalo";"994";"136";"161"
"Ivo Grbić";"995";"136";"147"
"Guido Pizarro";"996";"136";"155"
"Christopher Trimmel";"997";"136";"137"
"Matías Dituro";"998";"136";"137"
"Fraser Forster";"999";"136";"150"
"Andrea Pinamonti";"1000";"136";"153"
"Elseid Hysaj";"1001";"136";"145"
"Youssouf Sabaly";"1002";"136";"141"
"Tiago Volpi";"1003";"136";"145"
"Joey Veerman";"1004";"136";"149"
"Jonas Wind";"1005";"136";"150"
"Nampalys Mendy";"1006";"136";"140"
"Rafael Santos Borré";"1007";"136";"136"
"Serge Aurier";"1008";"136";"144"
"Mathías Olivera";"1009";"136";"148"
"Sebastian Szymański";"1010";"136";"146"
"Ben Mee";"1011";"136";"143"
"Bruno Tabata";"1012";"136";"144"
"Carlos Vela";"1013";"136";"160"
"Agustín Rossi";"1014";"136";"145"
"Benjamin André";"1015";"136";"136"
"Manu Vallejo";"1016";"136";"145"
"Diego López";"1017";"136";"157"
"Marouane Fellaini";"1018";"136";"150"
"Ayoze Pérez";"1019";"136";"142"
"Abdoulaye Doucouré";"1020";"136";"160"
"Samuel Gigot";"1021";"136";"140"
"Carlos Vinícius";"1022";"136";"145"
"Simone Bastoni";"1023";"136";"144"
"Gernot Trauner";"1024";"136";"136"
"Miroslav Stevanović";"1025";"136";"136"
"Bruno Petković";"1026";"136";"137"
"Asier Illarramendi";"1027";"136";"155"
"Alex Iwobi";"1028";"136";"155"
"Josip Brekalo";"1029";"136";"147"
"Calvin Bassey";"1030";"136";"150"
"Christian Nørgaard";"1031";"136";"139"
"Leandro Cabrera";"1032";"136";"145"
"Wataru Endô";"1033";"136";"137"
"Silvan Widmer";"1034";"136";"140"
"Nicolás Domínguez";"1035";"136";"149"
"Arturo Vidal";"1036";"136";"176"
"Jon Moncayola";"1037";"136";"150"
"Jorge Cuenca";"1038";"136";"161"
"Ángel Romero";"1039";"136";"140"
"Jérôme Boateng";"1040";"136";"175"
"Mikel Balenziaga";"1041";"136";"141"
"Sebastián Driussi";"1042";"136";"144"
"Bryan Mbeumo";"1043";"136";"152"
"Max Kilman";"1044";"136";"155"
"Baghdad Bounedjah";"1045";"136";"140"
"Adrián Embarba";"1046";"136";"142"
"Jonathan Schmid";"1047";"136";"136"
"Roger Martí";"1048";"136";"142"
"Amine Harit";"1049";"136";"153"
"Alfredo Talavera";"1050";"136";"140"
"Kevin Vogt";"1051";"136";"141"
"Rodrigo Caio";"1052";"136";"144"
"Ryan Gauld";"1053";"136";"146"
"Nils Petersen";"1054";"136";"136"
"Max Kruse";"1055";"136";"149"
"Nico";"1056";"136";"-85"
"Alex Telles";"1057";"136";"155"
"Axel Disasi";"1058";"136";"148"
"Emmanuel Dennis";"1059";"136";"145"
"Johan Mojica";"1060";"136";"142"
"Steven Nzonzi";"1061";"136";"155"
"Youcef Belaïli";"1062";"136";"145"
"Issa Diop";"1063";"136";"150"
"Pedrinho";"1064";"136";"138"
"Allan";"1065";"135";"140"
"Anatolii Trubin";"1066";"135";"-85"
"Tony Nwakaeme";"1067";"135";"136"
"Dominic Solanke";"1068";"135";"150"
"Youcef Atal";"1069";"135";"140"
"Jesper Lindstrøm";"1070";"135";"151"
"Hans Vanaken";"1071";"135";"135"
"Ganso";"1072";"135";"150"
"Adrien Tameze";"1073";"135";"139"
"Riccardo Orsolini";"1074";"135";"143"
"Valentin Rosier";"1075";"135";"145"
"Ben Johnson";"1076";"135";"150"
"Tom Heaton";"1077";"135";"150"
"Lorenzo Melgarejo";"1078";"135";"143"
"Nicolò Casale";"1079";"135";"149"
"Mateusz Klich";"1080";"135";"145"
"Everson";"1081";"135";"135"
"Krzysztof Piątek";"1082";"135";"145"
"Hwang Hee-Chan";"1083";"135";"140"
"Joseba Zaldua";"1084";"135";"145"
"Leander Dendoncker";"1085";"135";"147"
"Hwang In-Beom";"1086";"135";"140"
"Vitolo";"1087";"135";"156"
"Noa Lang";"1088";"135";"145"
"Christoph Kramer";"1089";"135";"144"
"Paul Jaeckel";"1090";"135";"139"
"Vitaliy Mykolenko";"1091";"135";"150"
"Wilfried Singo";"1092";"135";"159"
"Fábio Abreu";"1093";"135";"137"
"Steve Mandanda";"1094";"135";"154"
"Fredrik Midtsjø";"1095";"135";"143"
"Dries Mertens";"1096";"135";"166"
"Rolando Mandragora";"1097";"135";"145"
"Fágner";"1098";"135";"145"
"Pascal Struijk";"1099";"135";"156"
"Vítor Hugo";"1100";"135";"141"
"Omar Marmoush";"1101";"135";"148"
"Álvaro Montero";"1102";"135";"145"
"Igor Coronado";"1103";"135";"145"
"Ez Abde";"1104";"135";"156"
"Patrick Berg";"1105";"135";"143"
"Ricardo Rodríguez";"1106";"135";"155"
"Rasmus Falk";"1107";"135";"145"
"Luan Peres";"1108";"135";"136"
"Giuliano";"1109";"135";"150"
"Moussa Sissoko";"1110";"135";"150"
"Edin Visca";"1111";"135";"140"
"Remko Pasveer";"1112";"135";"136"
"Odion Ighalo";"1113";"135";"140"
"Pierluigi Gollini";"1114";"135";"145"
"Juan Mata";"1115";"135";"174"
"Tasos Bakasetas";"1116";"135";"140"
"Michael Olunga";"1117";"135";"146"
"Theodor Gebre Selassie";"1118";"135";"137"
"Dimitri Foulquier";"1119";"135";"138"
"Sergio Rico";"1120";"135";"146"
"Armando Broja";"1121";"135";"-85"
"Owen Wijndal";"1122";"135";"154"
"Iván Marcano";"1123";"135";"144"
"Mykola Matvienko";"1124";"135";"136"
"Jakub Moder";"1125";"135";"155"
"Cheick Doucouré";"1126";"135";"158"
"Morato";"1127";"135";"158"
"Samu Castillejo";"1128";"135";"140"
"Joselu";"1129";"135";"139"
"Oleksandr Pikhalyonok";"1130";"135";"140"
"Orbelín Pineda";"1131";"135";"140"
"Mikel Vesga";"1132";"135";"140"
"Orkun Kökçü";"1133";"135";"155"
"Aleksandar Katai";"1134";"135";"135"
"Anton Stach";"1135";"135";"148"
"Max Gradel";"1136";"135";"143"
"Darko Brašanac";"1137";"135";"139"
"Bryan Gil";"1138";"135";"-85"
"András Schäfer";"1139";"135";"142"
"Pasquale Mazzocchi";"1140";"135";"140"
"Cédric";"1141";"135";"142"
"Dejan Ljubičić";"1142";"135";"140"
"Ángel";"1143";"135";"138"
"Keno";"1144";"135";"138"
"Nico López";"1145";"135";"147"
"Cole Palmer";"1146";"135";"-85"
"Sven Botman";"1147";"135";"149"
"İrfan Can Kahveci";"1148";"135";"145"
"Konstantinos Mavropanos";"1149";"135";"145"
"Lucas Alario";"1150";"135";"147"
"Karl Toko Ekambi";"1151";"135";"151"
"Daniel Podence";"1152";"135";"142"
"Darío Benedetto";"1153";"135";"146"
"Dante";"1154";"135";"160"
"Romain Saïss";"1155";"135";"138"
"Rochinha";"1156";"135";"139"
"Nicolás Ibáñez";"1157";"135";"139"
"Rúben Semedo";"1158";"135";"145"
"Salvatore Sirigu";"1159";"135";"155"
"Niklas Stark";"1160";"135";"138"
"Patrick Wimmer";"1161";"135";"153"
"Nicolás Lodeiro";"1162";"135";"145"
"Andoni Gorosabel";"1163";"135";"146"
"Stefan Medina";"1164";"135";"140"
"Aleix Vidal";"1165";"135";"149"
"Gedson Fernandes";"1166";"135";"145"
"Julian Baumgartlinger";"1167";"135";"138"
"Harry Wilson";"1168";"135";"140"
"Haris Seferovic";"1169";"135";"145"
"Pablo Maffeo";"1170";"135";"151"
"Manor Solomon";"1171";"135";"151"
"Nicolás Capaldo";"1172";"135";"147"
"Pep Biel";"1173";"135";"140"
"Damián Suárez";"1174";"135";"139"
"Josh Brownhill";"1175";"135";"140"
"Walter Kannemann";"1176";"135";"144"
"Ludovic Ajorque";"1177";"135";"136"
"Franco Cervi";"1178";"135";"143"
"Rúben Vezo";"1179";"135";"140"
"Leonardo Sigali";"1180";"135";"144"
"David Luiz";"1181";"135";"157"
"Musa Barrow";"1182";"135";"150"
"Thiago Almada";"1183";"135";"-85"
"Ben Brereton Díaz";"1184";"135";"145"
"Joe Rodon";"1185";"135";"144"
"Matheus Pereira";"1186";"135";"148"
"Ante Budimir";"1187";"135";"142"
"Fernando Muslera";"1188";"135";"160"
"Joe Willock";"1189";"135";"155"
"Lucas Leiva";"1190";"135";"155"
"Thilo Kehrer";"1191";"135";"146"
"Marcos Rojo";"1192";"135";"144"
"Akram Afif";"1193";"135";"145"
"Carlos Fernández";"1194";"135";"145"
"Mattias Svanberg";"1195";"135";"155"
"Fayçal Fajr";"1196";"135";"143"
"Burak Yılmaz";"1197";"135";"145"
"Marash Kumbulla";"1198";"135";"154"
"Victor Nelsson";"1199";"135";"150"
"Nicolas Höfler";"1200";"135";"138"
"Japhet Tanganga";"1201";"135";"146"
"Santi Comesaña";"1202";"135";"145"
"Vitaly Janelt";"1203";"135";"148"
"Jason Denayer";"1204";"135";"141"
"Matt Turner";"1205";"135";"140"
"Lucas Boyé";"1206";"135";"140"
"Rubén Peña";"1207";"135";"145"
"Juan Dinenno";"1208";"135";"140"
"Martín Campaña";"1209";"135";"150"
"Sandro";"1210";"135";"146"
"Fidel Chaves";"1211";"135";"140"
"Carles Gil";"1212";"135";"142"
"Moses Simon";"1213";"135";"138"
"Jens Petter Hauge";"1214";"135";"151"
"Timo Baumgartl";"1215";"135";"140"
"Cristian Álvarez";"1216";"135";"141"
"Marcos Senesi";"1217";"135";"147"
"Ivan Ilić";"1218";"135";"159"
"Pavel Kadeřábek";"1219";"135";"139"
"Mateo Musacchio";"1220";"135";"150"
"Dennis Geiger";"1221";"135";"144"
"Lars Stindl";"1222";"135";"142"
"Dodi Lukébakio";"1223";"135";"145"
"Germán Berterame";"1224";"135";"146"
"Germán Cano";"1225";"135";"138"
"Wout Faes";"1226";"135";"144"
"Duje Ćaleta-Car";"1227";"135";"144"
"Omar Abdulrahman";"1228";"135";"140"
"Gabriel Arias";"1229";"135";"145"
"Igor Akinfeev";"1230";"135";"157"
"Rubén Blanco";"1231";"135";"156"
"Fernando";"1232";"135";"145"
"João Pedro";"1233";"135";"148"
"Joaquín";"1234";"135";"160"
"Lincoln";"1235";"135";"145"
"Marlon";"1236";"135";"140"
"Paulinho";"1237";"135";"140"
"Bruno Henrique";"1238";"134";"137"
"Danilo";"1239";"134";"166"
"Frederik Rønnow";"1240";"134";"142"
"Loren";"1241";"134";"144"
"Luis Milla";"1242";"134";"144"
"Adrien Silva";"1243";"134";"159"
"Kevin Mbabu";"1244";"134";"140"
"Gian Marco Ferrari";"1245";"134";"145"
"Tadeu";"1246";"134";"138"
"Jannik Vestergaard";"1247";"134";"150"
"Jesús Vallejo";"1248";"134";"150"
"Íñigo Lekue";"1249";"134";"144"
"Jacob Ramsey";"1250";"134";"-8"
"Andreas Skov Olsen";"1251";"134";"150"
"David Terans";"1252";"134";"136"
"Jordan Ferri";"1253";"134";"138"
"Alfred Duncan";"1254";"134";"145"
"Cristian Tello";"1255";"134";"150"
"Jony";"1256";"134";"150"
"Paulo Otávio";"1257";"134";"136"
"Saphir Taïder";"1258";"134";"144"
"Thomas Meunier";"1259";"134";"145"
"Samir";"1260";"134";"140"
"Manolo Gabbiadini";"1261";"134";"148"
"Daniele Rugani";"1262";"134";"140"
"Radamel Falcao";"1263";"134";"176"
"Mário Fernandes";"1264";"134";"150"
"Ben Godfrey";"1265";"134";"155"
"Abderrazak Hamedallah";"1266";"134";"149"
"Roberto Soriano";"1267";"134";"150"
"Enes Ünal";"1268";"134";"142"
"Nedim Bajrami";"1269";"134";"151"
"Mërgim Vojvoda";"1270";"134";"140"
"João Victor";"1271";"134";"145"
"Kevin Akpoguma";"1272";"134";"137"
"Jhon Córdoba";"1273";"134";"139"
"Ryan Fraser";"1274";"134";"150"
"Munas Dabbur";"1275";"134";"142"
"Luca Waldschmidt";"1276";"134";"145"
"Sofiane Boufal";"1277";"134";"144"
"Edgar";"1278";"134";"148"
"Rogelio Funes Mori";"1279";"134";"139"
"Christopher Lenz";"1280";"134";"135"
"Robin Olsen";"1281";"134";"141"
"Sebastián Vegas";"1282";"134";"151"
"Benjamin Henrichs";"1283";"134";"141"
"Danny Welbeck";"1284";"134";"160"
"Luis Quiñones";"1285";"134";"138"
"Manu Morlanes";"1286";"134";"156"
"Léo Dubois";"1287";"134";"141"
"Leo Østigård";"1288";"134";"157"
"Felix Uduokhai";"1289";"134";"150"
"Sofiane Diop";"1290";"134";"152"
"Robin Koch";"1291";"134";"146"
"Saša Kalajdžić";"1292";"134";"138"
"Fábio Cardoso";"1293";"134";"138"
"Zizo";"1294";"134";"148"
"Eric Maxim Choupo-Moting";"1295";"134";"145"
"Cheikhou Kouyaté";"1296";"134";"141"
"Juan Escobar";"1297";"134";"138"
"Tino Livramento";"1298";"134";"-9"
"David Mackalister Silva";"1299";"134";"136"
"Fábio Carvalho";"1300";"134";"-85"
"Paco Alcácer";"1301";"134";"155"
"Jun'ya Itô";"1302";"134";"135"
"Julian Ryerson";"1303";"134";"137"
