"Name(ocultar)";"Futbolista_ID";"Corners";"Pases precisos";"Regate";"Finalizar";"Primer toque";"Lanzamiento de faltas";"Cabezazo";"Disparos a distancia";"Pases largos";"Marcaje";"Pases";"Lanzamiento de penalti";"Choque";"Tecnica";"Agresividad";"Anticipación";"Sacrificio";"Serenidad";"Concentración";"Visión";"Decisión";"Determinación";"Creatividad";"Liderazgo";"Juego sin balón";"Posición secundaria";"Trabajo en equipo";"Intensidad de trabajo";"Aceleración";"Agilidad";"Balance";"Salto vertical";"Estado físico";"Velocidad maxima en carrera";"Cardio";"Fuerza";"Estabilidad";"Faltas"
"Christopher Nkunku";"105";"14";"13";"14";"14";"14";"14";"6";"13";"7";"7";"16";"11";"7";"15";"14";"15";"12";"16";"15";"15";"16";"11";"15";"6";"15";"7";"16";"15";"15";"15";"13";"9";"14";"15";"16";"11";"15";"11"
"Ben Chilwell";"106";"13";"15";"15";"7";"15";"11";"14";"7";"11";"14";"13";"11";"13";"13";"12";"14";"13";"14";"13";"12";"14";"14";"11";"12";"11";"15";"14";"16";"15";"14";"15";"13";"14";"16";"17";"13";"13";"5"
"Diogo Jota";"107";"7";"12";"16";"15";"14";"10";"15";"12";"4";"8";"13";"11";"8";"15";"14";"14";"12";"14";"13";"13";"14";"17";"16";"5";"15";"9";"14";"14";"16";"16";"13";"11";"14";"15";"13";"11";"14";"12"
"Pepe";"108";"6";"8";"10";"8";"11";"8";"15";"8";"8";"18";"12";"8";"14";"11";"17";"16";"18";"11";"15";"9";"15";"17";"8";"17";"12";"16";"15";"13";"12";"13";"13";"16";"13";"14";"15";"13";"16";"19"
"Victor Osimhen";"109";"4";"8";"13";"15";"14";"7";"14";"12";"4";"4";"12";"14";"8";"14";"15";"14";"14";"14";"13";"11";"13";"14";"13";"10";"19";"5";"12";"13";"17";"15";"14";"15";"14";"19";"12";"16";"14";"13"
"Dušan Tadić";"110";"15";"15";"14";"11";"15";"14";"9";"12";"9";"6";"17";"17";"4";"15";"18";"15";"15";"14";"14";"17";"14";"18";"16";"19";"14";"6";"14";"18";"13";"12";"14";"9";"18";"13";"14";"13";"14";"15"
"Joël Matip";"111";"4";"7";"15";"5";"15";"5";"16";"3";"8";"15";"15";"5";"15";"14";"15";"15";"14";"15";"16";"12";"15";"14";"11";"8";"11";"17";"15";"15";"14";"14";"12";"16";"13";"14";"15";"14";"16";"8"
"Sergio Canales";"112";"14";"13";"16";"14";"17";"14";"8";"14";"10";"7";"17";"13";"8";"17";"7";"16";"11";"15";"14";"17";"15";"12";"16";"14";"16";"10";"15";"14";"15";"15";"15";"8";"12";"13";"13";"12";"15";"6"
"Koke";"113";"15";"15";"13";"12";"14";"14";"9";"14";"6";"12";"16";"10";"14";"14";"14";"15";"15";"15";"16";"15";"15";"16";"10";"14";"15";"15";"17";"16";"13";"12";"15";"9";"14";"13";"15";"12";"16";"10"
"Pau Torres";"114";"7";"8";"11";"6";"14";"5";"16";"7";"7";"16";"14";"8";"16";"14";"13";"15";"14";"12";"15";"11";"14";"13";"5";"11";"6";"16";"14";"15";"15";"11";"6";"17";"14";"15";"16";"16";"13";"6"
"Sergio Busquets";"115";"8";"11";"12";"8";"16";"8";"11";"9";"8";"15";"17";"10";"15";"16";"12";"19";"12";"18";"18";"16";"18";"16";"9";"13";"10";"17";"19";"15";"10";"10";"11";"14";"15";"11";"12";"11";"16";"13"
"Franck Kessié";"116";"5";"7";"12";"12";"13";"6";"9";"11";"8";"15";"14";"18";"15";"12";"16";"14";"16";"14";"14";"12";"14";"17";"8";"14";"13";"15";"19";"17";"13";"13";"17";"10";"17";"15";"18";"19";"16";"13"
"Ferland Mendy";"117";"5";"13";"13";"7";"14";"5";"9";"11";"13";"13";"12";"7";"12";"13";"14";"15";"17";"13";"12";"11";"11";"15";"13";"6";"13";"13";"15";"17";"17";"15";"16";"11";"15";"16";"16";"16";"13";"8"
"Gonçalo Guedes";"118";"10";"13";"14";"13";"12";"12";"8";"15";"12";"7";"13";"13";"7";"14";"12";"13";"13";"11";"12";"12";"11";"13";"15";"7";"14";"12";"11";"13";"16";"15";"13";"10";"15";"16";"15";"12";"12";"8"
"Ángel Correa";"119";"13";"15";"16";"13";"16";"10";"8";"11";"9";"5";"15";"11";"6";"17";"10";"15";"11";"13";"13";"15";"14";"13";"18";"10";"17";"8";"11";"13";"14";"16";"14";"6";"16";"14";"12";"10";"15";"13"
"Kurt Zouma";"120";"4";"10";"9";"8";"11";"6";"17";"7";"8";"13";"11";"7";"15";"10";"15";"13";"14";"11";"12";"8";"14";"16";"7";"13";"8";"14";"13";"15";"18";"11";"19";"18";"14";"15";"14";"20";"15";"13"
"Sandro Tonali";"121";"14";"12";"13";"10";"15";"15";"9";"13";"11";"13";"15";"11";"14";"15";"14";"16";"16";"14";"15";"14";"14";"16";"12";"14";"14";"14";"16";"16";"13";"14";"15";"10";"14";"14";"14";"12";"16";"15"
"Eden Hazard";"122";"12";"13";"18";"15";"17";"13";"7";"11";"5";"3";"16";"19";"4";"18";"8";"13";"12";"16";"13";"16";"15";"15";"18";"6";"15";"7";"8";"11";"14";"15";"17";"8";"12";"13";"13";"11";"11";"8"
"Federico Chiesa";"123";"10";"14";"15";"13";"14";"6";"9";"13";"4";"6";"13";"10";"5";"14";"17";"12";"13";"15";"10";"13";"10";"18";"15";"13";"15";"7";"11";"16";"16";"15";"13";"8";"16";"17";"14";"13";"16";"14"
"Oleksandr Zinchenko";"124";"12";"12";"13";"10";"13";"13";"12";"12";"9";"11";"13";"9";"12";"14";"13";"15";"15";"16";"14";"14";"14";"18";"13";"9";"15";"11";"16";"16";"13";"13";"14";"10";"13";"14";"15";"10";"14";"11"
"Ivan Perišić";"125";"11";"13";"12";"15";"15";"12";"16";"12";"9";"12";"13";"14";"12";"14";"14";"15";"11";"13";"13";"13";"13";"14";"12";"11";"17";"13";"10";"14";"15";"14";"13";"14";"17";"15";"15";"12";"14";"8"
"Manuel Akanji";"126";"4";"8";"11";"6";"13";"9";"13";"11";"12";"15";"13";"8";"16";"12";"13";"15";"16";"16";"16";"13";"13";"14";"9";"10";"9";"13";"14";"13";"14";"13";"13";"15";"13";"16";"14";"17";"11";"8"
"Guido Rodríguez";"127";"10";"11";"12";"6";"15";"8";"11";"10";"4";"14";"14";"4";"18";"12";"12";"16";"12";"14";"14";"13";"15";"16";"12";"11";"13";"18";"17";"16";"12";"13";"15";"10";"13";"11";"13";"12";"16";"10"
"Alejandro Gómez";"128";"14";"16";"17";"12";"18";"13";"5";"17";"3";"3";"16";"14";"5";"17";"12";"15";"14";"12";"12";"17";"15";"17";"17";"14";"13";"4";"14";"11";"15";"17";"14";"5";"15";"13";"12";"7";"14";"6"
"Dani Parejo";"129";"12";"14";"13";"13";"16";"17";"8";"16";"8";"9";"18";"18";"13";"15";"11";"16";"12";"16";"12";"17";"15";"15";"13";"15";"13";"14";"15";"16";"10";"11";"12";"10";"15";"11";"13";"12";"14";"13"
"Andreas Christensen";"130";"5";"10";"11";"9";"14";"5";"15";"8";"12";"15";"14";"9";"14";"13";"7";"17";"8";"16";"16";"10";"17";"11";"7";"9";"10";"16";"15";"13";"12";"14";"12";"14";"14";"15";"13";"10";"15";"6"
"Lucas Hernández";"131";"4";"12";"12";"7";"12";"9";"14";"7";"12";"16";"14";"7";"17";"13";"17";"15";"19";"14";"15";"12";"14";"19";"10";"12";"12";"16";"15";"18";"14";"13";"15";"13";"13";"15";"15";"13";"14";"12"
"Sebastián Coates";"132";"4";"6";"10";"11";"11";"6";"17";"5";"5";"18";"13";"10";"15";"11";"16";"14";"18";"12";"15";"10";"14";"18";"5";"19";"13";"18";"14";"14";"10";"9";"16";"16";"16";"11";"14";"18";"18";"13"
"Rafa";"133";"11";"11";"16";"11";"15";"11";"5";"12";"5";"6";"14";"12";"9";"15";"13";"13";"11";"10";"11";"15";"12";"13";"19";"10";"17";"7";"9";"11";"18";"18";"15";"5";"16";"17";"13";"6";"12";"6"
"Carlos Soler";"134";"13";"15";"13";"13";"14";"12";"12";"15";"9";"10";"15";"16";"10";"14";"13";"15";"12";"13";"13";"14";"14";"15";"14";"15";"14";"12";"13";"14";"14";"13";"13";"10";"14";"14";"14";"13";"14";"11"
"Roberto Firmino";"135";"8";"12";"14";"11";"17";"8";"12";"10";"7";"13";"13";"12";"12";"18";"13";"15";"11";"17";"13";"16";"13";"13";"16";"8";"15";"13";"18";"16";"13";"15";"17";"10";"17";"13";"16";"14";"13";"7"
"Marcos Llorente";"136";"9";"11";"12";"12";"12";"8";"13";"11";"7";"11";"15";"11";"15";"14";"13";"15";"13";"15";"14";"14";"14";"16";"9";"12";"13";"12";"16";"16";"13";"11";"11";"10";"18";"14";"16";"15";"15";"14"
"Gerard Piqué";"137";"7";"7";"12";"11";"15";"7";"16";"8";"7";"15";"16";"13";"15";"16";"12";"15";"14";"17";"14";"15";"17";"14";"10";"17";"8";"18";"15";"15";"10";"8";"9";"16";"15";"11";"13";"14";"14";"11"
"Jamal Musiala";"138";"7";"8";"18";"13";"16";"6";"9";"13";"6";"11";"14";"12";"12";"18";"12";"14";"12";"13";"12";"15";"13";"16";"18";"6";"14";"11";"15";"15";"15";"17";"15";"10";"16";"15";"12";"9";"16";"6"
"Lorenzo Pellegrini";"139";"16";"16";"14";"12";"17";"16";"9";"12";"4";"11";"14";"12";"11";"16";"13";"15";"14";"12";"11";"16";"12";"15";"16";"13";"16";"11";"18";"16";"13";"15";"11";"10";"15";"12";"15";"10";"16";"13"
"Naby Keïta";"140";"8";"12";"16";"11";"15";"10";"7";"11";"6";"12";"15";"9";"13";"16";"13";"17";"12";"15";"14";"15";"14";"14";"15";"7";"16";"14";"16";"15";"15";"16";"17";"8";"12";"14";"17";"11";"14";"10"
"Fabián";"141";"8";"12";"13";"13";"17";"9";"11";"14";"9";"11";"17";"10";"15";"16";"11";"14";"12";"14";"12";"15";"17";"13";"15";"10";"14";"14";"16";"13";"12";"12";"16";"14";"15";"11";"14";"12";"15";"5"
"Piotr Zieliński";"142";"14";"14";"13";"14";"17";"12";"7";"15";"4";"7";"17";"14";"7";"16";"10";"15";"11";"12";"9";"16";"14";"11";"15";"10";"14";"10";"15";"12";"13";"14";"12";"9";"16";"14";"14";"10";"14";"7"
"Jadon Sancho";"143";"13";"13";"18";"14";"16";"13";"5";"10";"6";"7";"16";"12";"7";"18";"10";"15";"9";"14";"12";"15";"14";"13";"16";"6";"15";"6";"13";"13";"15";"18";"14";"9";"13";"15";"13";"8";"11";"5"
"Raphinha";"144";"15";"14";"17";"13";"16";"14";"8";"14";"11";"8";"14";"14";"11";"17";"14";"14";"13";"15";"12";"14";"14";"15";"17";"6";"15";"8";"12";"14";"16";"16";"14";"7";"11";"15";"14";"7";"12";"11"
"Jude Bellingham";"145";"10";"11";"16";"13";"16";"8";"12";"12";"6";"12";"15";"5";"13";"16";"17";"14";"18";"15";"12";"13";"13";"20";"16";"14";"14";"10";"15";"17";"15";"15";"14";"12";"16";"15";"16";"11";"14";"10"
"Timo Werner";"146";"6";"9";"12";"12";"11";"7";"13";"10";"4";"6";"11";"17";"8";"12";"16";"13";"11";"13";"12";"12";"11";"12";"11";"6";"16";"5";"15";"18";"18";"14";"17";"11";"15";"17";"16";"12";"15";"5"
"Unai Simón";"147";"6";"2";"1";"1";"13";"8";"13";"1";"2";"3";"12";"3";"2";"13";"13";"13";"12";"15";"13";"14";"14";"15";"3";"12";"1";"15";"13";"12";"13";"14";"7";"15";"12";"13";"12";"12";"15";"5"
"Pablo Sarabia";"148";"15";"15";"15";"15";"17";"15";"7";"13";"5";"7";"15";"13";"6";"17";"10";"13";"11";"13";"13";"16";"14";"9";"15";"8";"15";"8";"15";"14";"15";"16";"15";"6";"12";"14";"13";"10";"14";"9"
"Christian Pulisic";"149";"12";"11";"16";"13";"15";"10";"8";"10";"5";"6";"11";"10";"8";"15";"13";"15";"14";"12";"10";"14";"14";"14";"15";"12";"15";"8";"14";"16";"17";"17";"8";"7";"13";"15";"14";"9";"12";"4"
"Rodrigo De Paul";"150";"15";"16";"17";"13";"16";"14";"8";"15";"3";"10";"16";"15";"12";"16";"13";"15";"13";"13";"12";"15";"14";"15";"16";"15";"13";"6";"15";"14";"14";"14";"14";"9";"15";"14";"13";"12";"13";"15"
"Niklas Süle";"151";"4";"12";"12";"8";"12";"5";"15";"12";"11";"15";"13";"10";"16";"12";"11";"14";"15";"14";"14";"12";"13";"15";"11";"11";"11";"15";"12";"12";"12";"10";"17";"17";"12";"16";"13";"18";"14";"8"
"Dayot Upamecano";"152";"3";"7";"12";"7";"12";"4";"14";"6";"5";"15";"15";"6";"17";"12";"16";"13";"17";"14";"13";"14";"14";"16";"13";"8";"10";"14";"12";"15";"15";"12";"16";"15";"15";"17";"14";"17";"14";"10"
"Gerard Moreno";"153";"8";"11";"13";"17";"15";"9";"14";"13";"8";"5";"14";"15";"6";"14";"13";"15";"13";"15";"14";"13";"14";"16";"13";"12";"16";"8";"15";"16";"13";"13";"13";"13";"12";"14";"14";"14";"15";"4"
"Ferran Torres";"154";"8";"13";"15";"14";"14";"9";"10";"12";"7";"6";"13";"12";"7";"15";"8";"13";"10";"13";"13";"13";"13";"15";"15";"8";"14";"7";"12";"12";"17";"15";"12";"12";"15";"16";"12";"11";"11";"6"
"Iago Aspas";"155";"12";"12";"14";"16";"14";"15";"13";"15";"6";"5";"13";"16";"6";"16";"12";"16";"13";"16";"13";"14";"15";"15";"17";"18";"17";"8";"14";"15";"15";"15";"15";"11";"16";"13";"12";"7";"13";"16"
"Jordan Henderson";"156";"11";"13";"11";"8";"15";"10";"10";"9";"9";"15";"13";"10";"14";"14";"14";"15";"16";"15";"15";"14";"14";"19";"11";"19";"14";"16";"18";"18";"13";"13";"14";"13";"15";"14";"18";"15";"15";"8"
"Jordi Alba";"157";"12";"14";"13";"13";"16";"10";"5";"10";"12";"12";"13";"10";"14";"15";"15";"16";"15";"12";"12";"15";"14";"16";"13";"13";"18";"12";"15";"16";"17";"14";"15";"6";"13";"15";"15";"9";"13";"14"
"Dejan Kulusevski";"158";"11";"14";"16";"13";"15";"9";"7";"11";"4";"4";"17";"11";"7";"16";"7";"15";"8";"13";"12";"16";"16";"15";"15";"6";"14";"6";"14";"14";"13";"14";"17";"12";"14";"14";"16";"15";"14";"11"
"Nabil Fekir";"159";"15";"13";"16";"15";"16";"15";"6";"14";"4";"5";"16";"13";"5";"17";"10";"13";"12";"15";"13";"16";"15";"16";"16";"16";"14";"8";"12";"12";"15";"16";"16";"5";"12";"15";"14";"17";"12";"12"
"Denzel Dumfries";"160";"11";"13";"13";"12";"12";"5";"16";"11";"11";"10";"13";"11";"14";"12";"14";"13";"13";"12";"11";"11";"12";"16";"11";"9";"17";"11";"12";"14";"17";"14";"14";"15";"15";"18";"15";"15";"13";"12"
"Jesús Corona";"161";"13";"13";"18";"10";"16";"10";"5";"8";"9";"6";"15";"10";"11";"17";"13";"12";"11";"11";"10";"16";"12";"14";"18";"10";"12";"8";"8";"13";"15";"17";"10";"4";"16";"15";"13";"6";"11";"12"
"Kim Min-Jae";"162";"4";"5";"8";"9";"11";"4";"17";"5";"4";"15";"12";"5";"17";"12";"18";"14";"17";"14";"12";"9";"13";"18";"8";"12";"7";"15";"14";"13";"14";"12";"14";"17";"16";"15";"15";"18";"17";"8"
"Nathan Aké";"163";"2";"10";"13";"8";"14";"6";"15";"10";"10";"15";"14";"3";"15";"14";"12";"15";"14";"15";"15";"13";"13";"15";"6";"14";"5";"15";"14";"16";"16";"14";"13";"12";"14";"15";"15";"15";"13";"10"
"Eric Dier";"164";"7";"12";"11";"9";"13";"11";"16";"11";"5";"14";"14";"8";"16";"13";"16";"15";"16";"13";"14";"12";"14";"16";"5";"13";"11";"16";"15";"15";"11";"10";"11";"13";"14";"14";"13";"16";"13";"5"
"Álvaro Morata";"165";"5";"11";"13";"14";"14";"10";"16";"14";"5";"5";"14";"14";"8";"15";"13";"16";"13";"12";"12";"13";"13";"14";"14";"11";"16";"5";"17";"16";"15";"14";"14";"14";"13";"16";"15";"13";"14";"14"
"Mehdi Taremi";"166";"5";"11";"15";"14";"15";"8";"12";"11";"8";"6";"15";"17";"8";"16";"15";"16";"15";"15";"16";"16";"16";"14";"15";"12";"16";"7";"16";"15";"12";"14";"15";"13";"16";"13";"14";"14";"15";"14"
"Jamie Vardy";"167";"7";"12";"12";"17";"14";"7";"12";"12";"5";"3";"12";"17";"12";"15";"17";"15";"17";"15";"16";"14";"13";"17";"12";"13";"16";"5";"16";"16";"17";"12";"12";"11";"16";"15";"16";"13";"14";"17"
"Cristian Romero";"168";"5";"6";"9";"8";"13";"4";"16";"5";"4";"17";"12";"8";"17";"12";"18";"17";"15";"14";"14";"11";"14";"16";"8";"12";"6";"14";"14";"17";"13";"14";"14";"14";"15";"13";"14";"15";"15";"15"
"Philippe Coutinho";"169";"13";"14";"18";"12";"17";"16";"9";"16";"4";"5";"15";"13";"6";"19";"10";"13";"9";"14";"11";"17";"13";"12";"18";"10";"16";"7";"11";"12";"14";"15";"12";"7";"10";"11";"13";"10";"10";"7"
"Iñaki Williams";"170";"7";"12";"14";"11";"14";"9";"13";"10";"7";"7";"10";"9";"7";"14";"10";"12";"15";"10";"12";"12";"11";"12";"11";"7";"14";"11";"12";"15";"16";"13";"11";"12";"18";"18";"14";"13";"11";"11"
"Hakan Çalhanoğlu";"171";"18";"17";"11";"13";"17";"16";"7";"17";"4";"8";"18";"16";"11";"16";"11";"14";"10";"14";"12";"18";"15";"12";"16";"9";"14";"11";"15";"10";"13";"14";"13";"8";"16";"12";"13";"9";"13";"8"
"James Maddison";"172";"12";"13";"16";"14";"15";"16";"5";"14";"4";"7";"16";"15";"11";"16";"8";"12";"12";"15";"12";"16";"15";"14";"16";"13";"14";"10";"12";"14";"13";"16";"17";"8";"15";"12";"13";"8";"13";"9"
"Tammy Abraham";"173";"4";"9";"14";"15";"14";"10";"15";"12";"4";"6";"13";"14";"8";"14";"14";"15";"15";"12";"13";"12";"12";"16";"16";"12";"15";"8";"16";"16";"15";"15";"17";"16";"14";"16";"13";"14";"14";"8"
"Pedro Gonçalves";"174";"11";"12";"15";"17";"15";"14";"8";"14";"10";"6";"14";"8";"9";"16";"11";"16";"9";"15";"12";"15";"14";"14";"14";"8";"15";"10";"11";"13";"15";"16";"14";"8";"13";"15";"14";"9";"13";"12"
"Wojciech Szczęsny";"175";"3";"3";"2";"1";"10";"1";"5";"3";"2";"2";"11";"6";"1";"8";"12";"13";"14";"17";"12";"10";"12";"15";"7";"8";"4";"14";"9";"11";"9";"15";"11";"17";"12";"12";"11";"15";"15";"5"
"Georginio Wijnaldum";"176";"8";"12";"15";"12";"16";"6";"12";"8";"6";"12";"14";"7";"13";"15";"12";"15";"12";"15";"16";"11";"15";"15";"12";"14";"14";"14";"15";"15";"14";"15";"17";"11";"18";"13";"16";"13";"15";"7"
"Fikayo Tomori";"177";"4";"7";"9";"8";"11";"6";"15";"6";"3";"16";"13";"6";"15";"12";"17";"16";"15";"14";"15";"11";"13";"14";"5";"12";"6";"14";"14";"14";"16";"13";"14";"14";"15";"17";"14";"15";"15";"9"
"Luis Alberto";"178";"17";"12";"15";"15";"17";"15";"6";"15";"4";"8";"17";"14";"9";"16";"12";"15";"13";"13";"14";"17";"16";"17";"20";"12";"15";"10";"16";"14";"12";"13";"13";"10";"14";"12";"13";"12";"14";"9"
"Rúben Neves";"179";"14";"13";"13";"11";"14";"16";"9";"15";"7";"11";"17";"16";"13";"16";"13";"15";"11";"15";"15";"17";"15";"16";"11";"13";"11";"14";"15";"14";"12";"13";"14";"11";"14";"11";"13";"11";"14";"13"
"Dušan Vlahović";"180";"6";"8";"13";"17";"12";"16";"15";"15";"4";"4";"12";"18";"7";"14";"14";"15";"16";"15";"14";"13";"14";"17";"14";"11";"16";"7";"14";"15";"12";"13";"15";"14";"17";"15";"16";"18";"15";"11"
"Yann Sommer";"181";"3";"3";"2";"1";"11";"6";"6";"2";"2";"2";"12";"3";"3";"12";"13";"14";"14";"16";"15";"11";"15";"16";"10";"16";"1";"16";"12";"12";"11";"14";"14";"13";"18";"11";"12";"11";"16";"7"
"Mikel Merino";"182";"8";"11";"14";"10";"14";"10";"14";"12";"8";"14";"16";"10";"13";"15";"15";"13";"15";"13";"15";"16";"14";"16";"13";"12";"14";"14";"15";"15";"12";"13";"13";"14";"16";"13";"17";"16";"14";"9"
"Khvicha Kvaratskhelia";"183";"8";"12";"18";"15";"17";"12";"11";"14";"4";"4";"14";"12";"5";"18";"11";"12";"12";"15";"12";"14";"14";"17";"19";"5";"13";"6";"9";"9";"15";"18";"12";"10";"16";"14";"13";"10";"15";"8"
"André-Franck Zambo Anguissa";"184";"4";"10";"17";"11";"16";"5";"11";"10";"3";"12";"15";"9";"16";"16";"14";"15";"14";"15";"15";"12";"14";"16";"16";"12";"14";"14";"15";"15";"14";"14";"17";"12";"13";"14";"15";"16";"16";"8"
"Marc Cucurella";"185";"10";"13";"11";"9";"14";"7";"6";"8";"12";"12";"14";"7";"14";"14";"15";"16";"14";"15";"14";"14";"15";"18";"10";"13";"15";"15";"14";"14";"16";"15";"14";"8";"13";"13";"15";"12";"14";"9"
"Nacho";"186";"7";"11";"10";"10";"13";"8";"14";"8";"13";"15";"13";"7";"15";"10";"15";"16";"14";"13";"16";"10";"15";"14";"9";"13";"12";"14";"17";"17";"14";"13";"14";"11";"15";"15";"15";"15";"16";"8"
"Otávio";"187";"11";"12";"15";"11";"15";"10";"7";"10";"8";"8";"16";"11";"13";"15";"18";"13";"19";"14";"15";"15";"14";"20";"14";"11";"15";"12";"17";"18";"13";"15";"16";"6";"17";"13";"15";"10";"16";"20"
"Chris Smalling";"188";"4";"4";"7";"8";"10";"2";"17";"3";"2";"17";"11";"4";"17";"9";"14";"16";"16";"11";"10";"8";"13";"17";"2";"12";"5";"17";"15";"14";"13";"11";"14";"18";"15";"15";"13";"17";"15";"3"
"Alessandro Bastoni";"189";"4";"10";"11";"8";"14";"5";"15";"5";"12";"15";"15";"8";"16";"14";"14";"15";"16";"13";"15";"14";"13";"16";"12";"12";"11";"14";"17";"15";"14";"13";"15";"15";"17";"14";"15";"15";"13";"13"
"Marco Asensio";"190";"15";"15";"16";"15";"17";"15";"8";"18";"7";"5";"16";"14";"8";"18";"9";"14";"10";"14";"11";"15";"13";"15";"17";"8";"12";"11";"12";"13";"14";"14";"11";"10";"17";"15";"14";"12";"9";"10"
"Kieran Trippier";"191";"14";"16";"12";"9";"14";"16";"11";"10";"11";"13";"13";"5";"15";"14";"12";"14";"13";"15";"13";"14";"14";"15";"8";"16";"15";"14";"16";"17";"13";"13";"14";"9";"16";"14";"16";"12";"15";"8"
"Juan Cuadrado";"192";"12";"15";"16";"10";"15";"10";"7";"13";"6";"13";"15";"9";"13";"17";"16";"12";"13";"12";"12";"15";"11";"19";"16";"12";"15";"13";"11";"15";"16";"16";"12";"8";"19";"15";"13";"9";"15";"15"
"Benjamin Pavard";"193";"4";"12";"11";"8";"14";"6";"14";"9";"12";"15";"15";"7";"15";"14";"11";"16";"14";"17";"16";"13";"15";"13";"11";"8";"12";"15";"17";"15";"12";"12";"16";"15";"15";"14";"16";"12";"15";"8"
"James Ward-Prowse";"194";"20";"18";"10";"12";"13";"20";"7";"11";"6";"9";"15";"12";"13";"15";"15";"13";"13";"14";"13";"16";"14";"17";"11";"18";"13";"13";"17";"19";"12";"13";"14";"7";"20";"11";"20";"12";"17";"11"
"Dani Olmo";"195";"14";"13";"17";"13";"16";"14";"8";"13";"4";"8";"15";"13";"10";"16";"12";"15";"13";"14";"14";"17";"14";"14";"17";"8";"16";"10";"16";"14";"13";"14";"15";"8";"13";"12";"15";"10";"13";"7"
"Giovanni Di Lorenzo";"196";"4";"13";"11";"11";"12";"3";"14";"12";"11";"14";"13";"10";"16";"11";"14";"13";"15";"14";"13";"11";"13";"15";"6";"11";"14";"13";"15";"15";"15";"13";"15";"13";"18";"17";"17";"14";"16";"10"
"Cody Gakpo";"197";"17";"14";"16";"13";"15";"12";"12";"15";"5";"5";"12";"11";"4";"14";"8";"13";"12";"13";"13";"13";"12";"14";"14";"14";"13";"6";"13";"12";"15";"16";"13";"14";"10";"14";"13";"12";"10";"3"
"Raúl Albiol";"198";"4";"10";"8";"9";"12";"6";"15";"11";"12";"16";"12";"9";"16";"12";"11";"14";"17";"14";"14";"12";"16";"13";"6";"14";"9";"16";"17";"16";"10";"11";"16";"15";"13";"11";"13";"15";"16";"9"
"Samir Handanovič";"199";"4";"2";"1";"3";"10";"9";"8";"1";"1";"1";"8";"4";"2";"8";"10";"15";"15";"14";"13";"7";"14";"15";"6";"16";"4";"15";"17";"13";"9";"14";"13";"16";"18";"9";"13";"13";"13";"7"
"Rodrygo";"200";"7";"12";"15";"17";"15";"8";"12";"12";"8";"5";"14";"12";"6";"15";"11";"13";"13";"14";"14";"12";"14";"14";"15";"11";"15";"9";"12";"14";"15";"16";"14";"9";"12";"15";"14";"13";"13";"7"
"William Carvalho";"201";"8";"9";"13";"9";"15";"10";"11";"9";"11";"12";"15";"9";"16";"14";"13";"13";"14";"17";"18";"15";"15";"12";"9";"15";"10";"17";"17";"11";"10";"10";"18";"14";"13";"10";"16";"18";"12";"8"
"João Palhinha";"202";"5";"12";"11";"10";"13";"4";"15";"14";"10";"15";"14";"10";"17";"13";"17";"16";"17";"14";"17";"13";"14";"15";"6";"13";"11";"17";"16";"14";"11";"10";"15";"16";"17";"12";"14";"16";"18";"16"
"Steven Berghuis";"203";"15";"15";"14";"13";"14";"14";"12";"16";"4";"3";"14";"14";"5";"14";"9";"14";"11";"12";"13";"15";"11";"13";"13";"13";"14";"6";"14";"16";"15";"14";"14";"11";"12";"15";"15";"11";"10";"9"
"Leandro Trossard";"204";"14";"12";"15";"14";"14";"12";"5";"13";"4";"6";"14";"15";"4";"16";"13";"12";"13";"13";"14";"15";"13";"11";"15";"8";"15";"9";"10";"12";"16";"13";"13";"6";"10";"15";"13";"9";"14";"8"
"Patrik Schick";"205";"8";"10";"15";"16";"16";"9";"14";"14";"4";"6";"12";"12";"7";"15";"12";"14";"13";"14";"13";"14";"14";"11";"15";"6";"14";"7";"12";"12";"15";"14";"14";"15";"13";"15";"14";"12";"15";"6"
"Dani Carvajal";"206";"11";"14";"13";"8";"13";"8";"10";"10";"13";"14";"13";"9";"15";"12";"17";"13";"18";"13";"13";"12";"13";"16";"12";"14";"17";"14";"16";"18";"15";"14";"17";"8";"14";"14";"16";"13";"14";"12"
"Iker Muniain";"207";"15";"11";"14";"12";"15";"14";"7";"12";"7";"9";"15";"13";"8";"15";"12";"15";"14";"11";"12";"14";"11";"13";"18";"15";"14";"11";"12";"14";"16";"15";"16";"6";"13";"15";"14";"10";"12";"7"
"Ismaël Bennacer";"208";"13";"12";"15";"9";"16";"13";"7";"14";"6";"13";"15";"12";"15";"15";"13";"14";"16";"14";"14";"15";"14";"15";"14";"11";"13";"15";"16";"14";"15";"15";"16";"8";"13";"13";"14";"12";"15";"13"
"Dominic Calvert-Lewin";"209";"9";"11";"11";"15";"15";"7";"17";"9";"2";"6";"11";"7";"5";"14";"13";"14";"14";"13";"15";"10";"14";"14";"12";"5";"16";"6";"15";"15";"16";"14";"14";"16";"14";"16";"15";"16";"14";"6"
"Ibrahima Konaté";"210";"3";"5";"13";"7";"14";"6";"16";"5";"12";"14";"13";"7";"15";"13";"15";"14";"16";"14";"14";"9";"14";"14";"6";"10";"7";"14";"14";"14";"14";"12";"16";"17";"14";"16";"12";"17";"15";"9"
