"Name(ocultar)";"Futbolista_ID";"Alcance aéreo";"Liderazgo en el área";"Comunicación";"Exentricidad";"Manejo de balón";"Despeje de balón";"1 vs 1";"Reflejos";"Salir a por el balón ";"Puños de portero";"Lanzamientos de portero"
"Emiliano Martínez";"294";"15";"14";"12";"10";"16";"14";"14";"18";"14";"10";"11"
"João Mário";"295";"2";"3";"3";"1";"2";"1";"2";"3";"4";"2";"3"
"Pedro";"296";"2";"2";"3";"1";"2";"2";"1";"2";"2";"1";"4"
"Lucas Veríssimo";"297";"1";"1";"1";"2";"3";"2";"1";"1";"2";"3";"1"
"Hirving Lozano";"298";"3";"1";"1";"1";"1";"1";"3";"1";"3";"1";"1"
"Gavi";"299";"1";"2";"1";"4";"1";"3";"3";"1";"3";"3";"1"
"Ruben Loftus-Cheek";"300";"3";"3";"4";"1";"1";"3";"1";"3";"4";"3";"3"
"Marcel Sabitzer";"301";"3";"3";"2";"3";"1";"3";"1";"2";"2";"1";"3"
"Nikola Milenković";"302";"3";"2";"4";"1";"3";"1";"3";"2";"3";"2";"3"
"Simon Kjær";"303";"2";"1";"3";"2";"4";"1";"1";"3";"1";"1";"3"
"Erik Lamela";"304";"3";"1";"1";"3";"1";"1";"2";"2";"1";"2";"3"
"Giorgio Chiellini";"305";"1";"3";"1";"3";"4";"3";"1";"3";"1";"3";"2"
"Luis Muriel";"306";"1";"1";"2";"3";"1";"3";"4";"3";"1";"1";"1"
"Youssef En-Nesyri";"307";"2";"1";"2";"2";"2";"3";"3";"2";"1";"3";"1"
"Matteo Politano";"308";"3";"3";"2";"2";"2";"3";"4";"3";"3";"2";"3"
"Jonny Evans";"309";"2";"2";"3";"1";"2";"4";"1";"3";"1";"1";"1"
"Takehiro Tomiyasu";"310";"2";"1";"3";"1";"1";"3";"2";"2";"3";"2";"1"
"Edmond Tapsoba";"311";"1";"2";"1";"2";"1";"3";"3";"2";"2";"1";"3"
"Filip Kostić";"312";"1";"3";"2";"1";"3";"1";"2";"3";"1";"1";"2"
"César Azpilicueta";"313";"3";"3";"3";"3";"2";"4";"3";"1";"2";"2";"1"
"Pierre-Emile Højbjerg";"314";"3";"3";"3";"2";"3";"3";"1";"1";"1";"2";"2"
"Brais Méndez";"315";"2";"1";"3";"2";"2";"3";"3";"4";"2";"3";"2"
"Jonas Hofmann";"316";"1";"2";"2";"3";"3";"4";"1";"3";"2";"2";"2"
"Denis Suárez";"317";"1";"3";"2";"1";"3";"2";"2";"1";"1";"3";"2"
"Callum Hudson-Odoi";"318";"1";"3";"3";"2";"1";"4";"3";"2";"2";"3";"3"
"Nélson Semedo";"319";"3";"1";"2";"2";"3";"1";"3";"2";"2";"2";"3"
"Gabriel Martinelli";"320";"2";"2";"4";"4";"3";"2";"2";"2";"3";"2";"1"
"Edinson Cavani";"321";"3";"2";"2";"2";"3";"4";"1";"2";"4";"4";"1"
"Richarlison";"322";"3";"2";"1";"2";"1";"2";"4";"1";"2";"4";"2"
"André Silva";"323";"2";"3";"1";"2";"2";"3";"3";"1";"3";"3";"1"
"Antony";"324";"3";"3";"1";"1";"3";"2";"1";"1";"1";"1";"3"
"Felipe";"325";"2";"2";"3";"1";"3";"2";"1";"3";"1";"3";"2"
"Gabriel";"326";"1";"3";"3";"3";"1";"2";"1";"1";"1";"3";"4"
"Oscar";"327";"2";"3";"3";"3";"1";"1";"1";"2";"1";"3";"1"
"Pepê";"328";"1";"3";"2";"3";"3";"3";"1";"3";"4";"1";"1"
"Weverton";"329";"14";"14";"15";"11";"15";"12";"16";"15";"16";"14";"13"
"Alex Meret";"330";"14";"14";"13";"5";"16";"10";"15";"17";"12";"11";"10"
"Maximiliano Gómez";"331";"3";"2";"1";"1";"3";"2";"3";"3";"2";"1";"2"
"Francesco Acerbi";"332";"4";"3";"3";"3";"3";"3";"2";"4";"2";"2";"3"
"Emile Smith Rowe";"333";"3";"1";"4";"1";"1";"1";"2";"1";"1";"1";"1"
"Pierre-Emerick Aubameyang";"334";"2";"2";"3";"1";"1";"1";"2";"1";"1";"2";"3"
"Lucas Paquetá";"335";"1";"3";"3";"3";"1";"3";"2";"1";"2";"2";"2"
"Domenico Berardi";"336";"3";"1";"2";"3";"2";"3";"1";"1";"2";"1";"2"
"Benjamin White";"337";"4";"2";"3";"3";"2";"1";"2";"3";"2";"3";"3"
"Eduardo Camavinga";"338";"1";"3";"2";"2";"3";"1";"2";"2";"1";"1";"3"
"Mattia Zaccagni";"339";"3";"1";"1";"1";"1";"3";"1";"2";"1";"2";"4"
"Leonardo Spinazzola";"340";"1";"1";"2";"2";"3";"2";"1";"3";"1";"4";"3"
"Martin Terrier";"341";"1";"2";"1";"1";"1";"1";"2";"2";"3";"1";"3"
"Andrej Kramarić";"342";"3";"2";"2";"3";"2";"2";"1";"3";"3";"3";"1"
"Ivan Rakitic";"343";"3";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1"
"Marten de Roon";"344";"1";"3";"1";"3";"3";"2";"2";"3";"3";"1";"3"
"Lewis Dunk";"345";"2";"3";"2";"3";"3";"3";"3";"1";"2";"3";"1"
"Hugo Lloris";"346";"11";"12";"13";"12";"16";"11";"15";"17";"13";"13";"11"
"Rui Patrício";"347";"16";"9";"16";"6";"16";"11";"17";"17";"5";"12";"14"
"Daley Blind";"348";"3";"1";"2";"3";"3";"1";"2";"2";"3";"3";"2"
"Mário Rui";"349";"2";"3";"2";"3";"2";"2";"3";"2";"3";"4";"2"
"Luke Shaw";"350";"2";"1";"3";"2";"1";"4";"1";"2";"1";"3";"1"
"Mario Pašalić";"351";"3";"1";"2";"2";"2";"2";"1";"2";"1";"3";"3"
"Lucas Vázquez";"352";"2";"3";"3";"2";"2";"3";"1";"2";"1";"2";"2"
"Adrien Rabiot";"353";"2";"3";"3";"3";"2";"3";"3";"2";"2";"2";"4"
"Nicolás González";"354";"3";"3";"2";"2";"3";"2";"2";"1";"2";"3";"1"
"Lucas Digne";"355";"2";"2";"2";"1";"2";"3";"1";"3";"2";"2";"2"
"Ante Rebić";"356";"2";"1";"2";"2";"3";"3";"3";"1";"2";"2";"3"
"Mario Götze";"357";"1";"3";"1";"3";"1";"2";"1";"2";"3";"1";"2"
"Fernandinho";"358";"1";"3";"4";"3";"1";"3";"2";"3";"1";"2";"2"
"Jonny";"359";"1";"3";"3";"2";"1";"1";"1";"3";"3";"2";"1"
"Luis Suárez";"360";"1";"3";"3";"1";"3";"2";"1";"3";"3";"2";"3"
"Raúl García";"361";"3";"1";"3";"1";"3";"3";"3";"2";"2";"3";"4"
"Adama Traoré";"362";"2";"3";"2";"2";"1";"1";"1";"2";"1";"1";"4"
"Rafael Toloi";"363";"1";"4";"1";"2";"2";"1";"2";"2";"2";"3";"1"
"Roger Ibañez";"364";"3";"1";"3";"1";"2";"1";"2";"2";"3";"2";"4"
"Denis Zakaria";"365";"1";"2";"3";"3";"3";"3";"2";"3";"2";"3";"2"
"Lucas Torreira";"366";"2";"3";"4";"2";"2";"4";"1";"2";"2";"2";"2"
"Julián Álvarez";"367";"2";"3";"1";"3";"4";"3";"1";"1";"1";"2";"1"
"Étienne Capoue";"368";"3";"2";"2";"2";"1";"2";"1";"1";"2";"3";"1"
"Aleksandar Mitrović";"369";"3";"2";"1";"4";"2";"2";"1";"2";"1";"1";"3"
"Julian Brandt";"370";"3";"1";"3";"3";"3";"3";"1";"1";"3";"2";"1"
"Jordan Pickford";"371";"14";"15";"14";"12";"14";"16";"16";"16";"14";"11";"12"
"Nicolas Pépé";"372";"1";"1";"3";"1";"2";"4";"2";"2";"1";"2";"1"
"Joan Jordán";"373";"1";"2";"3";"4";"2";"3";"2";"3";"3";"1";"2"
"Evanilson";"374";"2";"2";"2";"1";"2";"1";"3";"2";"4";"2";"4"
"Álex Grimaldo";"375";"2";"2";"3";"3";"1";"1";"1";"3";"3";"1";"1"
"Claudinho";"376";"1";"2";"3";"2";"1";"1";"1";"3";"3";"2";"1"
"Emre Can";"377";"2";"1";"4";"4";"3";"2";"1";"2";"1";"2";"1"
"Martín Zubimendi";"378";"2";"1";"3";"2";"2";"2";"3";"2";"3";"1";"2"
"Weston McKennie";"379";"1";"1";"3";"1";"1";"1";"3";"2";"3";"2";"3"
"Alexandr Golovin";"380";"2";"2";"3";"1";"2";"1";"3";"3";"1";"3";"1"
"Ruslan Malinovskyi";"381";"2";"2";"3";"4";"3";"3";"2";"4";"2";"2";"2"
"Giacomo Raspadori";"382";"2";"4";"2";"4";"2";"2";"1";"1";"1";"4";"3"
"Luiz Felipe";"383";"2";"3";"3";"1";"1";"2";"3";"1";"1";"1";"2"
"Pedro";"384";"1";"1";"2";"1";"2";"1";"3";"3";"2";"1";"3"
"Hulk";"385";"2";"2";"1";"2";"1";"2";"2";"3";"3";"2";"1"
"Fredrik Aursnes";"386";"3";"3";"1";"1";"2";"2";"1";"3";"1";"2";"3"
"Kevin Volland";"387";"2";"3";"3";"1";"2";"2";"1";"1";"4";"3";"1"
"Harry Maguire";"388";"1";"2";"3";"4";"2";"3";"1";"1";"4";"1";"1"
"Charles De Ketelaere";"389";"2";"3";"2";"2";"2";"4";"1";"2";"2";"2";"3"
"Walter Benítez";"390";"14";"16";"14";"6";"15";"14";"14";"15";"10";"9";"12"
"David De Gea";"391";"16";"8";"10";"6";"16";"14";"14";"19";"3";"10";"8"
"Kyle Walker-Peters";"392";"3";"1";"1";"1";"2";"1";"3";"3";"2";"1";"2"
"Thomas Delaney";"393";"2";"2";"1";"1";"1";"1";"3";"3";"1";"2";"2"
"Xaver Schlager";"394";"3";"2";"1";"3";"1";"2";"3";"2";"2";"4";"3"
"William Saliba";"395";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1"
"Óliver";"396";"3";"2";"2";"3";"1";"3";"2";"3";"1";"3";"3"
"Robin Gosens";"397";"1";"3";"1";"1";"2";"2";"3";"1";"2";"2";"4"
"Brahim Díaz";"398";"3";"3";"2";"4";"1";"3";"4";"1";"1";"1";"2"
"Timothy Castagne";"399";"1";"3";"3";"1";"1";"2";"2";"4";"1";"2";"2"
"Noussair Mazraoui";"400";"3";"3";"2";"3";"2";"1";"3";"4";"3";"3";"1"
"Adam Marušić";"401";"4";"2";"3";"1";"3";"3";"4";"2";"3";"2";"4"
"Miralem Pjanić";"402";"1";"3";"2";"3";"1";"1";"3";"3";"2";"2";"1"
"Juan Foyth";"403";"1";"3";"1";"2";"1";"1";"1";"3";"1";"1";"2"
"Malcom";"404";"2";"1";"3";"3";"2";"3";"2";"2";"1";"1";"2"
"Aritz Elustondo";"405";"3";"3";"1";"3";"2";"1";"2";"1";"1";"1";"3"
"Jesús Navas";"406";"3";"4";"1";"1";"2";"3";"2";"2";"3";"3";"2"
"Ander Herrera";"407";"3";"3";"1";"2";"1";"3";"1";"1";"4";"2";"1"
"José Campaña";"408";"3";"2";"2";"3";"1";"2";"2";"2";"1";"2";"1"
"Joaquín Correa";"409";"2";"1";"3";"3";"2";"3";"2";"2";"4";"2";"2"
"Alessio Romagnoli";"410";"1";"2";"1";"3";"3";"1";"1";"3";"1";"3";"2"
"Suso";"411";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1"
"Gregor Kobel";"412";"16";"14";"15";"14";"13";"13";"16";"16";"15";"10";"14"
"Renato Tapia";"413";"2";"2";"2";"2";"3";"1";"2";"1";"3";"4";"1"
"Unai Vencedor";"414";"3";"3";"3";"2";"2";"3";"2";"3";"1";"1";"3"
"Bryan Cristante";"415";"1";"1";"4";"3";"2";"1";"1";"1";"3";"1";"2"
"Anthony Martial";"416";"3";"3";"3";"2";"3";"3";"3";"3";"3";"1";"3"
"Uğurcan Çakır";"417";"14";"14";"14";"5";"14";"12";"16";"17";"6";"10";"13"
"Saúl";"418";"3";"1";"2";"3";"2";"1";"1";"3";"3";"1";"3"
"Juan Musso";"419";"15";"12";"12";"5";"14";"11";"14";"18";"14";"11";"15"
"Merih Demiral";"420";"1";"3";"1";"2";"1";"1";"4";"1";"2";"1";"3"
"Manuel Lazzari";"421";"3";"2";"3";"3";"1";"3";"3";"1";"1";"2";"3"
"Alessandro Florenzi";"422";"1";"2";"1";"3";"3";"3";"1";"3";"1";"3";"3"
"Giovani Lo Celso";"423";"1";"1";"1";"1";"1";"2";"2";"2";"3";"3";"1"
"Sergi Roberto";"424";"3";"3";"1";"2";"2";"2";"3";"2";"3";"2";"1"
"Marek Hamšík";"425";"2";"2";"1";"1";"2";"1";"4";"3";"2";"3";"1"
"Raúl De Tomás";"426";"3";"1";"2";"1";"2";"2";"2";"3";"1";"1";"3"
"Santi Mina";"427";"1";"1";"3";"1";"3";"1";"3";"2";"1";"1";"3"
"Emil Forsberg";"428";"1";"3";"1";"2";"1";"2";"3";"1";"3";"3";"1"
"Jordan Veretout";"429";"3";"2";"2";"3";"2";"1";"3";"3";"2";"1";"3"
"José Luis Palomino";"430";"2";"2";"1";"1";"3";"2";"1";"3";"2";"1";"3"
"Renato Sanches";"431";"1";"3";"3";"2";"2";"1";"2";"1";"1";"2";"3"
"Sergi Darder";"432";"1";"2";"3";"3";"1";"1";"2";"2";"3";"2";"3"
"Federico Dimarco";"433";"4";"1";"2";"1";"2";"1";"1";"1";"3";"3";"2"
"Íñigo Martínez";"434";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"3"
"Téji Savanier";"435";"1";"2";"2";"1";"2";"4";"2";"1";"1";"1";"3"
"Andy Delort";"436";"2";"3";"2";"1";"1";"2";"4";"1";"3";"3";"2"
"Fernando";"437";"3";"2";"1";"4";"1";"2";"2";"2";"4";"1";"1"
"Allan";"438";"3";"1";"3";"2";"3";"2";"2";"2";"2";"2";"1"
"Charles Aránguiz";"439";"1";"2";"2";"3";"1";"3";"1";"1";"1";"2";"2"
"Mohammed Salisu";"440";"2";"1";"1";"3";"1";"1";"2";"1";"4";"1";"2"
"Nicolás Tagliafico";"441";"3";"2";"4";"3";"4";"3";"2";"2";"2";"3";"1"
"Álex Berenguer";"442";"1";"2";"4";"1";"3";"2";"2";"1";"1";"1";"1"
"Kiernan Dewsbury-Hall";"443";"2";"3";"3";"2";"2";"3";"3";"1";"3";"3";"1"
"Wílmar Barrios";"444";"2";"1";"2";"2";"1";"4";"1";"2";"3";"1";"3"
"Kepa Arrizabalaga";"445";"14";"13";"14";"5";"16";"15";"15";"16";"15";"13";"13"
"Conor Gallagher";"446";"3";"1";"2";"3";"3";"4";"1";"3";"2";"1";"2"
"Clément Lenglet";"447";"2";"3";"3";"2";"2";"1";"1";"3";"3";"2";"1"
"Harvey Barnes";"448";"1";"3";"2";"1";"4";"1";"1";"1";"3";"1";"3"
"Kevin Trapp";"449";"13";"12";"10";"10";"14";"11";"17";"17";"15";"12";"11"
"Trevoh Chalobah";"450";"3";"3";"2";"4";"1";"2";"1";"4";"2";"2";"3"
"Éver Banega";"451";"2";"3";"3";"1";"1";"2";"1";"3";"3";"1";"2"
"Florian Thauvin";"452";"3";"3";"3";"2";"3";"3";"1";"2";"3";"2";"3"
"Cristiano Biraghi";"453";"2";"1";"1";"2";"3";"2";"1";"2";"2";"1";"4"
"Douglas Santos";"454";"3";"2";"3";"3";"2";"1";"1";"1";"1";"1";"2"
"Ivan Provedel";"455";"13";"13";"14";"4";"15";"16";"14";"17";"11";"13";"13"
"Gianluca Mancini";"456";"3";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1"
"Reinildo";"457";"1";"3";"2";"1";"1";"1";"2";"2";"1";"2";"3"
"Remo Freuler";"458";"2";"3";"2";"3";"3";"3";"3";"2";"3";"3";"1"
"Kasper Schmeichel";"459";"12";"14";"14";"16";"15";"14";"16";"15";"16";"16";"16"
"Callum Wilson";"460";"1";"1";"3";"3";"2";"2";"3";"3";"1";"3";"2"
"Thorgan Hazard";"461";"2";"2";"3";"1";"3";"3";"3";"2";"4";"3";"1"
"Fred";"462";"2";"4";"1";"2";"2";"1";"3";"1";"3";"3";"2"
"Giorgian De Arrascaeta";"463";"2";"1";"2";"4";"1";"3";"1";"3";"1";"3";"2"
"Juan Bernat";"464";"2";"2";"3";"3";"1";"3";"3";"3";"1";"3";"2"
"Hidemasa Morita";"465";"1";"2";"2";"1";"1";"2";"3";"3";"2";"2";"3"
"Ben Davies";"466";"1";"1";"3";"2";"2";"3";"3";"2";"2";"3";"1"
"Gerard Deulofeu";"467";"3";"3";"3";"1";"3";"2";"3";"2";"2";"1";"3"
"Florian Grillitsch";"468";"4";"3";"1";"1";"2";"2";"1";"1";"3";"1";"4"
"Alfonso Pedraza";"469";"3";"1";"1";"2";"3";"2";"3";"3";"1";"1";"1"
"Alexis Mac Allister";"470";"2";"2";"4";"2";"4";"3";"2";"3";"2";"2";"2"
"Eric García";"471";"1";"2";"4";"2";"3";"2";"3";"1";"1";"2";"2"
"Rafa Mir";"472";"1";"1";"4";"2";"3";"3";"3";"3";"2";"2";"3"
"Marcos Alonso";"473";"2";"2";"2";"1";"1";"2";"3";"4";"3";"3";"3"
"Ismaïla Sarr";"474";"1";"2";"2";"2";"3";"1";"1";"3";"2";"1";"3"
"Axel Witsel";"475";"2";"2";"2";"2";"3";"2";"2";"3";"2";"1";"2"
"Divock Origi";"476";"2";"2";"4";"2";"1";"3";"2";"1";"2";"3";"1"
"Pablo Fornals";"477";"2";"4";"2";"2";"1";"2";"2";"1";"1";"3";"2"
"Dudu";"478";"1";"3";"4";"1";"2";"3";"3";"3";"1";"2";"3"
"Arthur";"479";"4";"4";"2";"2";"1";"1";"2";"1";"3";"1";"2"
"James Justin";"480";"1";"2";"2";"3";"4";"1";"1";"1";"1";"1";"2"
"Renato Augusto";"481";"1";"3";"2";"3";"2";"1";"1";"2";"1";"2";"1"
"Lucas Moura";"482";"2";"1";"3";"1";"3";"3";"4";"3";"3";"1";"2"
"Gerónimo Rulli";"483";"13";"14";"12";"10";"13";"15";"18";"17";"14";"14";"13"
"Victor Lindelöf";"484";"3";"1";"1";"1";"1";"3";"3";"2";"2";"4";"1"
"Francis Coquelin";"485";"1";"3";"1";"1";"2";"3";"2";"2";"2";"3";"3"
"Ademola Lookman";"486";"3";"3";"2";"3";"2";"2";"1";"2";"2";"4";"2"
"Nikola Vlašić";"487";"3";"2";"3";"1";"2";"3";"2";"1";"2";"1";"1"
"Mario Hermoso";"488";"1";"1";"1";"2";"1";"3";"1";"1";"2";"3";"3"
"Koen Casteels";"489";"17";"13";"12";"12";"13";"12";"14";"16";"16";"8";"14"
"Dominik Livaković";"490";"14";"10";"9";"4";"13";"12";"19";"18";"9";"16";"15"
"Manuel Ugarte";"491";"3";"1";"2";"1";"1";"3";"1";"3";"1";"2";"3"
"Germán Pezzella";"492";"1";"1";"4";"3";"2";"1";"4";"2";"3";"1";"1"
"Danny Ings";"493";"1";"4";"2";"1";"2";"2";"2";"2";"2";"1";"2"
"Séko Fofana";"494";"2";"1";"1";"3";"3";"1";"2";"2";"2";"3";"1"
"Curtis Jones";"495";"3";"4";"1";"3";"2";"3";"3";"3";"3";"3";"3"
"Ivan Toney";"496";"3";"3";"4";"2";"3";"1";"1";"2";"2";"3";"3"
"Manu Trigueros";"497";"1";"1";"3";"4";"3";"3";"3";"2";"1";"3";"4"
"Florentino Luís";"498";"1";"3";"2";"2";"1";"2";"1";"3";"2";"4";"3"
"Moisés Caicedo";"499";"3";"3";"3";"1";"1";"1";"1";"2";"3";"2";"2"
"Djéné Dakonam";"500";"1";"2";"3";"2";"3";"2";"2";"2";"2";"3";"3"
"Fernando Pacheco";"501";"12";"13";"14";"10";"15";"14";"14";"16";"15";"14";"14"
"Hugo Mallo";"502";"1";"3";"2";"1";"1";"2";"1";"1";"1";"3";"3"
"Joelinton";"503";"1";"3";"1";"2";"2";"3";"3";"2";"1";"1";"2"
"Giovanni Simeone";"504";"1";"1";"3";"3";"2";"2";"1";"2";"1";"3";"2"
"André-Pierre Gignac";"505";"3";"2";"2";"2";"1";"3";"2";"3";"3";"2";"2"
"Marc Guéhi";"506";"2";"1";"3";"2";"3";"1";"2";"1";"2";"1";"1"
"Nemanja Matić";"507";"4";"1";"3";"2";"3";"3";"1";"3";"2";"3";"1"
"Alex Sandro";"508";"3";"2";"2";"3";"1";"1";"3";"3";"2";"2";"2"
"Antonín Barák";"509";"2";"2";"3";"1";"2";"2";"2";"2";"2";"3";"3"
"Jonathan Bamba";"510";"2";"1";"3";"3";"2";"1";"3";"2";"1";"1";"3"
"Corentin Tolisso";"511";"1";"2";"4";"1";"3";"1";"1";"1";"4";"1";"1"
"Maximilian Arnold";"512";"2";"1";"1";"1";"3";"3";"3";"2";"1";"4";"1"
"Eljif Elmas";"513";"2";"2";"1";"3";"2";"3";"4";"3";"3";"1";"1"
"Daniel Alves";"514";"1";"2";"3";"2";"3";"1";"1";"1";"1";"1";"3"
"Jonathan Clauss";"515";"1";"1";"2";"2";"1";"3";"2";"2";"2";"1";"2"
"Alexis Saelemaekers";"516";"1";"3";"3";"3";"3";"1";"2";"2";"1";"2";"3"
"Gustavo Gómez";"517";"1";"3";"2";"2";"4";"3";"2";"2";"3";"2";"2"
"Lisandro Martínez";"518";"3";"3";"1";"3";"3";"3";"2";"1";"2";"2";"1"
"John McGinn";"519";"3";"1";"3";"1";"4";"4";"3";"2";"2";"1";"1"
"David Raum";"520";"1";"1";"4";"2";"1";"2";"2";"3";"1";"4";"1"
"Alphonse Areola";"521";"14";"12";"13";"8";"14";"14";"14";"15";"12";"12";"13"
"Adnan Januzaj";"522";"2";"1";"1";"2";"2";"3";"1";"3";"2";"2";"1"
"Florian Wirtz";"523";"3";"1";"3";"2";"4";"2";"3";"1";"2";"3";"2"
"Dominik Szoboszlai";"524";"1";"3";"2";"1";"1";"2";"3";"1";"3";"3";"3"
"Stephen Eustáquio";"525";"2";"1";"1";"2";"3";"2";"2";"2";"1";"3";"2"
"Gonzalo Higuaín";"526";"1";"3";"1";"2";"3";"1";"1";"1";"2";"2";"3"
"Kelechi Iheanacho";"527";"3";"2";"1";"2";"1";"4";"1";"3";"1";"2";"1"
"Jeremías Ledesma";"528";"12";"13";"12";"12";"13";"17";"15";"17";"13";"13";"12"
"James Milner";"529";"3";"3";"2";"3";"2";"2";"2";"2";"1";"4";"3"
"Matheus Cunha";"530";"2";"3";"3";"3";"1";"3";"2";"2";"2";"1";"2"
"Héctor Bellerín";"531";"2";"1";"2";"1";"1";"2";"3";"2";"3";"3";"1"
"Takefusa Kubo";"532";"3";"1";"1";"1";"2";"1";"1";"2";"3";"2";"2"
"Tanguy Ndombele";"533";"3";"2";"1";"1";"2";"3";"3";"2";"1";"1";"2"
"Claudio Bravo";"534";"12";"14";"15";"10";"16";"16";"12";"12";"11";"10";"14"
"Javi Martínez";"535";"2";"3";"1";"3";"2";"1";"2";"1";"1";"1";"1"
"Paulinho";"536";"2";"3";"2";"2";"2";"2";"2";"3";"2";"1";"4"
"Rafinha";"537";"2";"1";"3";"3";"2";"1";"2";"3";"3";"2";"2"
"Emiliano Buendía";"538";"2";"2";"1";"2";"2";"1";"2";"3";"3";"1";"1"
"Destiny Udogie";"539";"2";"3";"2";"4";"1";"2";"2";"2";"2";"3";"2"
"Leon Bailey";"540";"3";"4";"1";"1";"1";"1";"2";"3";"3";"1";"2"
"Marcus Edwards";"541";"2";"2";"2";"3";"3";"1";"2";"1";"2";"1";"1"
"Mohammed Kudus";"542";"2";"1";"2";"3";"3";"1";"3";"2";"4";"1";"1"
"Fábio Vieira";"543";"3";"1";"1";"2";"1";"3";"3";"3";"2";"3";"1"
"Gianluca Scamacca";"544";"1";"3";"3";"1";"1";"2";"2";"2";"3";"3";"2"
"Talisca";"545";"3";"3";"3";"3";"1";"1";"1";"2";"3";"2";"1"
"Michail Antonio";"546";"3";"2";"2";"3";"3";"1";"4";"1";"2";"2";"3"
"Umar Sadiq";"547";"1";"3";"4";"2";"2";"2";"2";"2";"2";"1";"1"
"Granit Xhaka";"548";"2";"3";"1";"2";"2";"1";"1";"3";"1";"2";"3"
"Oriol Romeu";"549";"1";"3";"3";"3";"3";"3";"3";"2";"1";"3";"1"
"Renan Lodi";"550";"3";"1";"2";"3";"3";"2";"4";"2";"3";"1";"1"
"Donny van de Beek";"551";"3";"3";"3";"3";"3";"1";"2";"1";"2";"1";"3"
"Junior Messias";"552";"2";"2";"3";"3";"3";"1";"3";"2";"2";"2";"1"
"Toby Alderweireld";"553";"1";"3";"3";"2";"1";"1";"1";"1";"1";"1";"1"
"Rick Karsdorp";"554";"2";"3";"2";"3";"1";"3";"3";"3";"1";"2";"2"
"Marc Bartra";"555";"3";"3";"1";"2";"1";"1";"2";"2";"2";"2";"1"
"Ibrahim Sangaré";"556";"3";"4";"3";"3";"3";"1";"1";"2";"2";"3";"1"
"Matteo Darmian";"557";"4";"2";"3";"2";"3";"1";"2";"3";"3";"2";"3"
"Marcus Thuram";"558";"3";"3";"1";"1";"1";"3";"1";"2";"3";"2";"3"
"Odysseas Vlachodimos";"559";"14";"8";"11";"4";"16";"12";"14";"18";"7";"13";"14"
"Anthony Lopes";"560";"11";"14";"13";"12";"14";"10";"16";"16";"14";"11";"13"
"Aaron Cresswell";"561";"1";"2";"1";"1";"1";"4";"1";"4";"3";"2";"3"
"David Soria";"562";"15";"15";"15";"8";"16";"12";"13";"15";"16";"10";"14"
"Matteo Guendouzi";"563";"1";"1";"4";"1";"3";"3";"2";"3";"4";"3";"2"
"Antonio Adán";"564";"14";"14";"14";"6";"15";"11";"16";"15";"14";"10";"12"
"Berat Djimsiti";"565";"1";"1";"3";"3";"3";"4";"3";"3";"2";"1";"1"
"Joachim Andersen";"566";"1";"3";"3";"3";"2";"3";"1";"2";"2";"3";"3"
"Julian Weigl";"567";"2";"1";"4";"2";"3";"3";"2";"1";"1";"2";"2"
"Jonathan Tah";"568";"1";"2";"4";"1";"1";"4";"1";"3";"1";"3";"3"
"Willi Orbán";"569";"3";"2";"3";"3";"1";"3";"1";"2";"3";"1";"1"
"Roberto Pereyra";"570";"2";"3";"3";"1";"3";"3";"4";"3";"3";"3";"1"
"Juanmi";"571";"1";"3";"3";"1";"3";"1";"3";"3";"3";"2";"2"
"Robert Skov";"572";"1";"3";"2";"3";"1";"2";"3";"2";"1";"1";"2"
"Chancel Mbemba";"573";"1";"3";"1";"3";"2";"1";"2";"3";"2";"1";"2"
"Willian José";"574";"1";"2";"1";"3";"2";"2";"1";"3";"1";"2";"1"
"Alexander Sørloth";"575";"3";"3";"3";"2";"1";"2";"1";"4";"1";"2";"2"
"Marius Wolf";"576";"4";"1";"4";"4";"2";"3";"1";"1";"1";"1";"1"
"Tariq Lamptey";"577";"2";"2";"1";"3";"3";"3";"2";"1";"3";"2";"3"
"Isco";"578";"3";"1";"2";"2";"3";"2";"1";"2";"2";"2";"3"
"Yeremy Pino";"579";"4";"1";"1";"3";"3";"3";"2";"1";"3";"3";"1"
"Adam Webster";"580";"3";"2";"2";"3";"3";"2";"2";"1";"2";"1";"2"
"Gabriel Barbosa";"581";"1";"3";"3";"2";"2";"1";"2";"4";"3";"1";"1"
"Ricardo Pereira";"582";"3";"1";"3";"4";"1";"3";"4";"1";"1";"3";"1"
"Jonathan Rodríguez";"583";"2";"2";"2";"1";"1";"1";"1";"3";"1";"2";"1"
"Beto";"584";"1";"3";"1";"1";"2";"3";"3";"2";"2";"1";"3"
"David Ospina";"585";"11";"14";"14";"11";"14";"15";"14";"16";"11";"11";"14"
"Gareth Bale";"586";"2";"2";"1";"2";"1";"3";"3";"2";"3";"3";"2"
"Adam Lallana";"587";"2";"3";"1";"3";"1";"3";"3";"1";"3";"2";"1"
"Lukás Hrádecký";"588";"15";"15";"13";"11";"14";"13";"17";"17";"14";"9";"16"
"Marko Livaja";"589";"3";"1";"1";"1";"1";"1";"3";"1";"1";"3";"2"
