"Name(ocultar)";"Futbolista_ID";"Nombre";"Apellidos";"Edad";"Posicion";"Nacionalidad 1";"Nacionalidad 2";"Nacionalidad 3";"Fecha de nacimiento";"Equipo";"Sueldo (Semanal)";"Sueldo (mensual)";"Sueldo (Anual)";"Club de Cesion (Solo Jugador cedido)";"Apariciones con la selección nacional";"Goles con la selección nacional"
"Nabil Fekir";"159";"Nabil";"Fekir";"29";"EXTREMO";"France";"Algeria";;"18/07/1993";"Real Hispalis";"123288";"493152";"5917824";;"25";"2"
"Denzel Dumfries";"160";"Denzel";"Dumfries";"26";"LATERAL";"Holland";"Aruba";;"18/04/1996";"FC Internazionale Milano";"61731";"246924";"2963088";;"34";"5"
"Jesús Corona";"161";"Jesús";"Corona";"29";"EXTREMO";"Mexico";"Portugal";;"06/01/1993";"Sevilla";"44571";"178284";"2139408";;"71";"10"
"Kim Min-Jae";"162";"Kim";"Min-Jae";"25";"DEFENSA CENTRO";"South Korea";;;"15/11/1996";"Parthenope";"74038";"296152";"3553824";;"42";"3"
"Nathan Aké";"163";"Nathan";"Aké";"27";"DEFENSA CENTRO";"Holland";"Ivory Coast";;"18/02/1995";"Manchester City";"127591";"510364";"6124368";;"27";"3"
"Eric Dier";"164";"Eric";"Dier";"28";"DEFENSA CENTRO";"England";;;"15/01/1994";"Tottenham Hotspur";"104393";"417572";"5010864";;"45";"3"
"Álvaro Morata";"165";"Álvaro";"Morata";"29";"DELANTERO";"Spain";;;"23/10/1992";"A. Madrid";"181817";"727268";"8727216";;"56";"26"
"Mehdi Taremi";"166";"Mehdi";"Taremi";"30";"EXTREMO";"Iran";;;"18/07/1992";"FC Porto";"35120";"140480";"1685760";;"58";"27"
"Jamie Vardy";"167";"Jamie";"Vardy";"35";"DELANTERO";"England";;;"11/01/1987";"Leicester City";"185587";"742348";"8908176";;"26";"7"
"Cristian Romero";"168";"Cristian";"Romero";"24";"DEFENSA CENTRO";"Argentina";;;"27/04/1998";"Tottenham Hotspur";"202986";"811944";"9743328";;"11";"1"
"Philippe Coutinho";"169";"Philippe";"Coutinho";"30";"EXTREMO";"Brazil";"Portugal";;"12/06/1992";"Aston Villa";"144990";"579960";"6959520";;"63";"18"
"Iñaki Williams";"170";"Iñaki";"Williams";"28";"EXTREMO";"Ghana";"Spain";"Pays Basque";"15/06/1994";"A. Bilbao";"220548";"882192";"10586304";;"0";"0"
"Hakan Çalhanoğlu";"171";"Hakan";"Çalhanoğlu";"28";"EXTREMO";"Turkey";"Germany";;"08/02/1994";"FC Internazionale Milano";"178076";"712304";"8547648";;"72";"16"
"James Maddison";"172";"James";"Maddison";"25";"EXTREMO";"England";"Republic of Ireland";;"23/11/1996";"Leicester City";"127591";"510364";"6124368";;"1";"0"
"Tammy Abraham";"173";"Tammy";"Abraham";"24";"DELANTERO";"England";"Nigeria";;"02/10/1997";"Associazione Sportiva Roma";"110961";"443844";"5326128";;"11";"3"
"Pedro Gonçalves";"174";"Pedro";"Gonçalves";"24";"EXTREMO";"Portugal";;;"28/06/1998";"Sporting Clube de Portugal";"30249";"120996";"1451952";;"2";"0"
"Wojciech Szczęsny";"175";"Wojciech";"Szczęsny";"32";"PORTERO";"Poland";;;"18/04/1990";"Juventus";"231537";"926148";"11113776";;"64";"0"
"Georginio Wijnaldum";"176";"Georginio";"Wijnaldum";"31";"CENTROCAMPISTA";"Holland";"Suriname";;"11/11/1990";"Paris Saint-Germain";"210959";"843836";"10126032";"Associazione Sportiva Roma";"85";"26"
"Fikayo Tomori";"177";"Fikayo";"Tomori";"24";"DEFENSA CENTRO";"England";"Canada";"Nigeria";"19/12/1997";"AC Milan";"86345";"345380";"4144560";;"3";"0"
"Luis Alberto";"178";"Luis";"Alberto";"29";"CENTROCAMPISTA";"Spain";;;"28/09/1992";"S.S. Lazio";"89038";"356152";"4273824";;"1";"0"
"Rúben Neves";"179";"Rúben";"Neves";"25";"MEDIOCENTRO DEFENSIVO";"Portugal";;;"13/03/1997";"Wolverhampton Wanderers";"69595";"278380";"3340560";;"30";"0"
"Dušan Vlahović";"180";"Dušan";"Vlahović";"22";"DELANTERO";"Serbia";;;"28/01/2000";"Juventus";"249230";"996920";"11963040";;"14";"7"
"Yann Sommer";"181";"Yann";"Sommer";"33";"PORTERO";"Switzerland";;;"17/12/1988";"Borussia Mönchengladbach";"76711";"306844";"3682128";;"74";"0"
"Mikel Merino";"182";"Mikel";"Merino";"26";"CENTROCAMPISTA";"Spain";"Pays Basque";;"22/06/1996";"Real San Sebastián";"47794";"191176";"2294112";;"11";"0"
"Khvicha Kvaratskhelia";"183";"Khvicha";"Kvaratskhelia";"21";"EXTREMO";"Georgia";;;"12/02/2001";"Parthenope";"29614";"118456";"1421472";;"17";"8"
"André-Franck Zambo Anguissa";"184";"André-Franck";"Zambo Anguissa";"26";"MEDIOCENTRO DEFENSIVO";"Cameroon";;;"16/11/1995";"Parthenope";"41923";"167692";"2012304";;"42";"5"
"Marc Cucurella";"185";"Marc";"Cucurella";"24";"LATERAL";"Spain";;;"22/07/1998";"Chelsea";"127591";"510364";"6124368";;"1";"0"
"Nacho";"186";"Nacho";"";"32";"LATERAL";"Spain";;;"18/01/1990";"R. Madrid";"154109";"616436";"7397232";;"22";"1"
"Otávio";"187";"Otávio";"";"27";"EXTREMO";"Portugal";"Brazil";;"09/02/1995";"FC Porto";"38849";"155396";"1864752";;"7";"2"
"Chris Smalling";"188";"Chris";"Smalling";"32";"DEFENSA CENTRO";"England";;;"22/11/1989";"Associazione Sportiva Roma";"93653";"374612";"4495344";;"31";"1"
"Alessandro Bastoni";"189";"Alessandro";"Bastoni";"23";"DEFENSA CENTRO";"Italy";;;"13/04/1999";"FC Internazionale Milano";"99807";"399228";"4790736";;"15";"1"
"Marco Asensio";"190";"Marco";"Asensio";"26";"EXTREMO";"Spain";"Holland";;"21/01/1996";"R. Madrid";"136985";"547940";"6575280";;"29";"1"
"Kieran Trippier";"191";"Kieran";"Trippier";"31";"LATERAL";"England";;;"19/09/1990";"Newcastle United";"115992";"463968";"5567616";;"37";"1"
"Juan Cuadrado";"192";"Juan";"Cuadrado";"34";"LATERAL";"Colombia";"Italy";;"26/05/1988";"Juventus";"178076";"712304";"8547648";;"113";"10"
"Benjamin Pavard";"193";"Benjamin";"Pavard";"26";"LATERAL";"France";;;"28/03/1996";"FC Bayern München";"134247";"536988";"6443856";;"45";"2"
"James Ward-Prowse";"194";"James";"Ward-Prowse";"27";"MEDIOCENTRO DEFENSIVO";"England";;;"01/11/1994";"Southampton";"115992";"463968";"5567616";;"11";"2"
"Dani Olmo";"195";"Dani";"Olmo";"24";"CENTROCAMPISTA";"Spain";;;"07/05/1998";"RB Leipzig";"76922";"307688";"3692256";;"24";"4"
"Giovanni Di Lorenzo";"196";"Giovanni";"Di Lorenzo";"28";"LATERAL";"Italy";;;"04/08/1993";"Parthenope";"81923";"327692";"3932304";;"21";"2"
"Cody Gakpo";"197";"Cody";"Gakpo";"23";"EXTREMO";"Holland";"Togo";;"07/05/1999";"PSV Eindhoven";"19177";"76708";"920496";;"7";"2"
"Raúl Albiol";"198";"Raúl";"Albiol";"36";"DEFENSA CENTRO";"Spain";;;"04/09/1985";"Villarreal";"47492";"189968";"2279616";;"58";"0"
"Samir Handanovič";"199";"Samir";"Handanovič";"38";"PORTERO";"Slovenia";;;"14/07/1984";"FC Internazionale Milano";"89038";"356152";"4273824";;"81";"0"
"Rodrygo";"200";"Rodrygo";"";"21";"EXTREMO";"Brazil";;;"09/01/2001";"R. Madrid";"154109";"616436";"7397232";;"5";"1"
"William Carvalho";"201";"William";"Carvalho";"30";"MEDIOCENTRO DEFENSIVO";"Portugal";"Angola";;"07/04/1992";"Real Hispalis";"36638";"146552";"1758624";;"73";"5"
"João Palhinha";"202";"João";"Palhinha";"27";"MEDIOCENTRO DEFENSIVO";"Portugal";;;"09/07/1995";"Fulham";"69595";"278380";"3340560";;"14";"2"
"Steven Berghuis";"203";"Steven";"Berghuis";"30";"EXTREMO";"Holland";;;"19/12/1991";"AFC Ajax";"74999";"299996";"3599952";;"36";"2"
"Leandro Trossard";"204";"Leandro";"Trossard";"27";"CENTROCAMPISTA";"Belgium";;;"04/12/1994";"Brighton & Hove Albion";"69595";"278380";"3340560";;"19";"5"
"Patrik Schick";"205";"Patrik";"Schick";"26";"DELANTERO";"Czech Republic";;;"24/01/1996";"Bayer 04 Leverkusen";"110000";"440000";"5280000";;"33";"17"
"Dani Carvajal";"206";"Dani";"Carvajal";"30";"LATERAL";"Spain";;;"11/01/1992";"R. Madrid";"178081";"712324";"8547888";;"29";"0"
"Iker Muniain";"207";"Iker";"Muniain";"29";"EXTREMO";"Spain";"Pays Basque";;"19/12/1992";"A. Bilbao";"42161";"168644";"2023728";;"2";"0"
"Ismaël Bennacer";"208";"Ismaël";"Bennacer";"24";"MEDIOCENTRO DEFENSIVO";"Algeria";"France";"Morocco";"01/12/1997";"AC Milan";"53462";"213848";"2566176";;"40";"2"
"Dominic Calvert-Lewin";"209";"Dominic";"Calvert-Lewin";"25";"DELANTERO";"England";;;"16/03/1997";"Everton";"97433";"389732";"4676784";;"11";"4"
"Ibrahima Konaté";"210";"Ibrahima";"Konaté";"23";"DEFENSA CENTRO";"France";;;"25/05/1999";"Liverpool";"81194";"324776";"3897312";;"2";"0"
"Zlatan Ibrahimović";"211";"Zlatan";"Ibrahimović";"40";"DELANTERO";"Sweden";"Bosnia and Herzegovina";"Croatia";"03/10/1981";"AC Milan";"36922";"147688";"1772256";;"121";"62"
"Lucas Ocampos";"212";"Lucas";"Ocampos";"28";"EXTREMO";"Argentina";"Spain";;"11/07/1994";"Sevilla";"29897";"119588";"1435056";"AFC Ajax";"10";"2"
"Youri Tielemans";"213";"Youri";"Tielemans";"25";"MEDIOCENTRO DEFENSIVO";"Belgium";"Democratic Republic of Congo";;"07/05/1997";"Leicester City";"139190";"556760";"6681120";;"52";"5"
"Kostas Tsimikas";"214";"Kostas";"Tsimikas";"26";"LATERAL";"Greece";;;"12/05/1996";"Liverpool";"75395";"301580";"3618960";;"22";"0"
"Kalvin Phillips";"215";"Kalvin";"Phillips";"26";"MEDIOCENTRO DEFENSIVO";"England";;;"02/12/1995";"Manchester City";"185587";"742348";"8908176";;"23";"0"
"Joe Gomez";"216";"Joe";"Gomez";"25";"LATERAL";"England";"The Gambia";;"23/05/1997";"Liverpool";"110192";"440768";"5289216";;"11";"0"
"Wissam Ben Yedder";"217";"Wissam";"Ben Yedder";"31";"DELANTERO";"France";"Tunisia";;"12/08/1990";"AS Monaco";"149589";"598356";"7180272";;"19";"3"
"Arkadiusz Milik";"218";"Arkadiusz";"Milik";"28";"DELANTERO";"Poland";;;"28/02/1994";"Olympique de Marseille";"75941";"303764";"3645168";"Juventus";"62";"16"
"Leonardo Bonucci";"219";"Leonardo";"Bonucci";"35";"DEFENSA CENTRO";"Italy";;;"01/05/1987";"Juventus";"231537";"926148";"11113776";;"116";"8"
"Marcus Rashford";"220";"Marcus";"Rashford";"24";"EXTREMO";"England";;;"31/10/1997";"Manchester UFC";"260981";"1043924";"12527088";;"46";"12"
"Kieran Tierney";"221";"Kieran";"Tierney";"25";"LATERAL";"Scotland";"England";;"05/06/1997";"Arsenal";"127591";"510364";"6124368";;"32";"1"
"David Silva";"222";"David";"Silva";"36";"EXTREMO";"Spain";;;"08/01/1986";"Real San Sebastián";"100000";"400000";"4800000";;"125";"35"
"David Neres";"223";"David";"Neres";"25";"EXTREMO";"Brazil";;;"03/03/1997";"SL Benfica";"41350";"165400";"1984800";;"7";"1"
"Stefan de Vrij";"224";"Stefan";"de Vrij";"30";"DEFENSA CENTRO";"Holland";;;"05/02/1992";"FC Internazionale Milano";"135384";"541536";"6498432";;"57";"3"
"Duván Zapata";"225";"Duván";"Zapata";"31";"DELANTERO";"Colombia";;;"01/04/1991";"Atalanta";"64038";"256152";"3073824";;"34";"4"
"Wesley Fofana";"226";"Wesley";"Fofana";"21";"DEFENSA CENTRO";"France";"Mali";"Ivory Coast";"17/12/2000";"Chelsea";"266781";"1067124";"12805488";;"0";"0"
"Arnaut Danjuma";"227";"Arnaut";"Danjuma";"25";"EXTREMO";"Holland";"Nigeria";;"31/01/1997";"Villarreal";"35606";"142424";"1709088";;"6";"2"
"Steven Bergwijn";"228";"Steven";"Bergwijn";"24";"EXTREMO";"Holland";"Suriname";;"08/10/1997";"AFC Ajax";"89999";"359996";"4319952";;"22";"6"
"Bremer";"229";"Bremer";"";"25";"DEFENSA CENTRO";"Brazil";;;"18/03/1997";"Juventus";"178076";"712304";"8547648";;"0";"0"
"Alexander Isak";"230";"Alexander";"Isak";"22";"DELANTERO";"Sweden";"Eritrea";;"21/09/1999";"Newcastle United";"139190";"556760";"6681120";;"37";"9"
"Mats Hummels";"231";"Mats";"Hummels";"33";"DEFENSA CENTRO";"Germany";;;"16/12/1988";"Borussia Dortmund";"191781";"767124";"9205488";;"76";"5"
"Stefan Savić";"232";"Stefan";"Savić";"31";"DEFENSA CENTRO";"Montenegro";"Serbia";;"08/01/1991";"A. Madrid";"86312";"345248";"4142976";;"62";"5"
"Olivier Giroud";"233";"Olivier";"Giroud";"35";"DELANTERO";"France";;;"30/09/1986";"AC Milan";"86345";"345380";"4144560";;"112";"48"
"Borja Iglesias";"234";"Borja";"Iglesias";"29";"DELANTERO";"Spain";;;"17/01/1993";"Real Hispalis";"25377";"101508";"1218096";;"0";"0"
"Diogo Costa";"235";"Diogo";"Costa";"22";"PORTERO";"Portugal";"Switzerland";;"19/09/1999";"FC Porto";"25350";"101400";"1216800";;"5";"0"
"Moussa Diaby";"236";"Moussa";"Diaby";"23";"EXTREMO";"France";"Mali";;"07/07/1999";"Bayer 04 Leverkusen";"57533";"230132";"2761584";;"8";"0"
"Edin Džeko";"237";"Edin";"Džeko";"36";"DELANTERO";"Bosnia and Herzegovina";;;"17/03/1986";"FC Internazionale Milano";"178076";"712304";"8547648";;"124";"63"
"Mateus Uribe";"238";"Mateus";"Uribe";"31";"MEDIOCENTRO DEFENSIVO";"Colombia";;;"21/03/1991";"FC Porto";"45920";"183680";"2204160";;"43";"5"
"Diego Carlos";"239";"Diego";"Carlos";"29";"DEFENSA CENTRO";"Brazil";;;"15/03/1993";"Aston Villa";"115992";"463968";"5567616";;"0";"0"
"Idrissa Gueye";"240";"Idrissa";"Gueye";"32";"MEDIOCENTRO DEFENSIVO";"Senegal";;;"26/09/1989";"Everton";"150789";"603156";"7237872";;"88";"7"
"Ricardo Horta";"241";"Ricardo";"Horta";"27";"EXTREMO";"Portugal";;;"15/09/1994";"Sporting Clube de Braga";"9500";"38000";"456000";;"4";"1"
"Álex Remiro";"242";"Álex";"Remiro";"27";"PORTERO";"Spain";"Pays Basque";;"24/03/1995";"Real San Sebastián";"42342";"169368";"2032416";;"0";"0"
"Edson Álvarez";"243";"Edson";"Álvarez";"24";"MEDIOCENTRO DEFENSIVO";"Mexico";;;"24/10/1997";"AFC Ajax";"38355";"153420";"1841040";;"58";"3"
"James Rodríguez";"244";"James";"Rodríguez";"31";"EXTREMO";"Colombia";"Spain";;"12/07/1991";"Olympiacos SF Piraeus";"59137";"236548";"2838576";;"88";"25"
"Thomas Partey";"245";"Thomas";"Partey";"29";"MEDIOCENTRO DEFENSIVO";"Ghana";;;"13/06/1993";"Arsenal";"185587";"742348";"8908176";;"40";"13"
"Marko Arnautović";"246";"Marko";"Arnautović";"33";"DELANTERO";"Austria";"Serbia";;"19/04/1989";"Bologna FC 1909";"74038";"296152";"3553824";;"102";"33"
"Nicolò Zaniolo";"247";"Nicolò";"Zaniolo";"23";"DELANTERO";"Italy";;;"02/07/1999";"Associazione Sportiva Roma";"89038";"356152";"4273824";;"9";"2"
"Wilfried Zaha";"248";"Wilfried";"Zaha";"29";"EXTREMO";"Ivory Coast";"England";;"10/11/1992";"Crystal Palace";"150789";"603156";"7237872";;"26";"5"
"Marcos Acuña";"249";"Marcos";"Acuña";"30";"LATERAL";"Argentina";;;"28/10/1991";"Sevilla";"36287";"145148";"1741776";;"41";"0"
"Yassine Bounou";"250";"Yassine";"Bounou";"31";"PORTERO";"Morocco";"Canada";;"05/04/1991";"Sevilla";"34215";"136860";"1642320";;"43";"0"
"Jarrod Bowen";"251";"Jarrod";"Bowen";"25";"EXTREMO";"England";;;"20/12/1996";"West Ham United";"92793";"371172";"4454064";;"4";"0"
"Aaron Ramsdale";"252";"Aaron";"Ramsdale";"24";"PORTERO";"England";;;"14/05/1998";"Arsenal";"92793";"371172";"4454064";;"3";"0"
"Gabriel Paulista";"253";"Gabriel";"Paulista";"31";"DEFENSA CENTRO";"Brazil";"Spain";;"26/11/1990";"Valencia";"90479";"361916";"4342992";;"0";"0"
"Héctor Herrera";"254";"Héctor";"Herrera";"32";"CENTROCAMPISTA";"Mexico";"Portugal";;"19/04/1990";"Houston Dynamo FC";"101735";"406940";"4883280";;"100";"10"
"Tomáš Souček";"255";"Tomáš";"Souček";"27";"MEDIOCENTRO DEFENSIVO";"Czech Republic";;;"27/02/1995";"West Ham United";"57996";"231984";"2783808";;"52";"9"
"Enzo Fernández";"256";"Enzo";"Fernández";"21";"MEDIOCENTRO DEFENSIVO";"Argentina";;;"17/01/2001";"SL Benfica";"27510";"110040";"1320480";;"2";"0"
"Pedro Porro";"257";"Pedro";"Porro";"22";"LATERAL";"Spain";;;"13/09/1999";"Sporting Clube de Portugal";"31500";"126000";"1512000";;"1";"0"
"Bruno Guimarães";"258";"Bruno";"Guimarães";"24";"MEDIOCENTRO DEFENSIVO";"Brazil";"Spain";;"16/11/1997";"Newcastle United";"185587";"742348";"8908176";;"8";"1"
"Hakim Ziyech";"259";"Hakim";"Ziyech";"29";"EXTREMO";"Morocco";"Holland";;"19/03/1993";"Chelsea";"115992";"463968";"5567616";;"40";"17"
"Allan Saint-Maximin";"260";"Allan";"Saint-Maximin";"25";"EXTREMO";"France";"Guadeloupe";;"12/03/1997";"Newcastle United";"104393";"417572";"5010864";;"0";"0"
"Darwin Núñez";"261";"Darwin";"Núñez";"23";"DELANTERO";"Uruguay";;;"24/06/1999";"Liverpool";"162388";"649552";"7794624";;"11";"2"
"Raúl Jiménez";"262";"Raúl";"Jiménez";"31";"DELANTERO";"Mexico";;;"05/05/1991";"Wolverhampton Wanderers";"115992";"463968";"5567616";;"96";"30"
"Mauro Icardi";"263";"Mauro";"Icardi";"29";"DELANTERO";"Argentina";"Italy";;"19/02/1993";"Paris Saint-Germain";"229999";"919996";"11039952";"Galatasaray A.Ş.";"8";"1"
"Stanislav Lobotka";"264";"Stanislav";"Lobotka";"27";"MEDIOCENTRO DEFENSIVO";"Slovakia";;;"25/11/1994";"Parthenope";"49230";"196920";"2363040";;"40";"3"
"Danilo";"265";"Danilo";"";"31";"LATERAL";"Brazil";;;"15/07/1991";"Juventus";"98653";"394612";"4735344";;"45";"1"
"Danilo Pereira";"266";"Danilo";"Pereira";"30";"DEFENSA CENTRO";"Portugal";"Guinea-Bissau";;"09/09/1991";"Paris Saint-Germain";"86300";"345200";"4142400";;"61";"2"
"Matheus Nunes";"267";"Matheus";"Nunes";"23";"CENTROCAMPISTA";"Portugal";"Brazil";;"27/08/1998";"Wolverhampton Wanderers";"115992";"463968";"5567616";;"8";"1"
"Neto";"268";"Neto";"";"33";"PORTERO";"Brazil";"Italy";;"19/07/1989";"AFC Bournemouth";"115992";"463968";"5567616";;"1";"0"
"Vitinha";"269";"Vitinha";"";"22";"MEDIOCENTRO DEFENSIVO";"Portugal";;;"13/02/2000";"Paris Saint-Germain";"91246";"364984";"4379808";;"3";"0"
"André Onana";"270";"André";"Onana";"26";"PORTERO";"Cameroon";;;"02/04/1996";"FC Internazionale Milano";"74038";"296152";"3553824";;"30";"0"
"Angeliño";"271";"Angeliño";"";"25";"LATERAL";"Spain";;;"04/01/1997";"RB Leipzig";"57533";"230132";"2761584";"TSG Hoffenheim";"0";"0"
"Pierre Kalulu";"272";"Pierre";"Kalulu";"22";"LATERAL";"France";"Democratic Republic of Congo";;"05/06/2000";"AC Milan";"14808";"59232";"710784";;"0";"0"
"Konrad Laimer";"273";"Konrad";"Laimer";"25";"LATERAL";"Austria";;;"27/05/1997";"RB Leipzig";"57496";"229984";"2759808";;"24";"2"
"Raphaël Guerreiro";"274";"Raphaël";"Guerreiro";"28";"LATERAL";"Portugal";"France";;"22/12/1993";"Borussia Dortmund";"95825";"383300";"4599600";;"56";"3"
"Thomas Lemar";"275";"Thomas";"Lemar";"26";"CENTROCAMPISTA";"France";"Guadeloupe";;"12/11/1995";"A. Madrid";"124516";"498064";"5976768";;"27";"4"
"Geoffrey Kondogbia";"276";"Geoffrey";"Kondogbia";"29";"MEDIOCENTRO DEFENSIVO";"Central African Republic";"France";;"15/02/1993";"A. Madrid";"124642";"498568";"5982816";;"13";"1"
"Robin Le Normand";"277";"Robin";"Le Normand";"25";"DEFENSA CENTRO";"France";"Pays Basque";;"11/11/1996";"Real San Sebastián";"40376";"161504";"1938048";;"0";"0"
"Ansu Fati";"278";"Ansu";"Fati";"19";"EXTREMO";"Spain";"Guinea-Bissau";;"31/10/2002";"Barcelona";"230768";"923072";"11076864";;"4";"1"
"Amir Rrahmani";"279";"Amir";"Rrahmani";"28";"DEFENSA CENTRO";"Kosovo";"Albania";;"24/02/1994";"Parthenope";"44423";"177692";"2132304";;"48";"6"
"Felipe Anderson";"280";"Felipe";"Anderson";"29";"EXTREMO";"Brazil";;;"15/04/1993";"S.S. Lazio";"54231";"216924";"2603088";;"2";"0"
"Javi Galán";"281";"Javi";"Galán";"27";"LATERAL";"Spain";;;"19/11/1994";"Vigo";"28766";"115064";"1380768";;"0";"0"
"Rodrigo Bentancur";"282";"Rodrigo";"Bentancur";"25";"MEDIOCENTRO DEFENSIVO";"Uruguay";;;"25/06/1997";"Tottenham Hotspur";"86994";"347976";"4175712";;"49";"1"
"Nuno Mendes";"283";"Nuno";"Mendes";"20";"LATERAL";"Portugal";"Cape Verde Islands";;"19/06/2002";"Paris Saint-Germain";"40102";"160408";"1924896";;"15";"0"
"Alex Oxlade-Chamberlain";"284";"Alex";"Oxlade-Chamberlain";"28";"EXTREMO";"England";"Jamaica";;"15/08/1993";"Liverpool";"144990";"579960";"6959520";;"35";"7"
"Jurriën Timber";"285";"Jurriën";"Timber";"21";"LATERAL";"Holland";"Curaçao";;"17/06/2001";"AFC Ajax";"74999";"299996";"3599952";;"7";"0"
"Davide Calabria";"286";"Davide";"Calabria";"25";"LATERAL";"Italy";;;"06/12/1996";"AC Milan";"71154";"284616";"3415392";;"7";"0"
"Teun Koopmeiners";"287";"Teun";"Koopmeiners";"24";"MEDIOCENTRO DEFENSIVO";"Holland";;;"28/02/1998";"Atalanta";"36922";"147688";"1772256";;"9";"1"
"Lorenzo Insigne";"288";"Lorenzo";"Insigne";"31";"EXTREMO";"Italy";;;"04/06/1991";"Toronto FC";"271457";"1085828";"13029936";;"54";"10"
"Henrikh Mkhitaryan";"289";"Henrikh";"Mkhitaryan";"33";"EXTREMO";"Armenia";;;"21/01/1989";"FC Internazionale Milano";"93653";"374612";"4495344";;"94";"32"
"Wilfred Ndidi";"290";"Wilfred";"Ndidi";"25";"MEDIOCENTRO DEFENSIVO";"Nigeria";;;"16/12/1996";"Leicester City";"92793";"371172";"4454064";;"48";"0"
"Manuel Locatelli";"291";"Manuel";"Locatelli";"24";"MEDIOCENTRO DEFENSIVO";"Italy";;;"08/01/1998";"U.S. Sassuolo";"106731";"426924";"5123088";"Juventus";"24";"3"
"João Moutinho";"292";"João";"Moutinho";"35";"MEDIOCENTRO DEFENSIVO";"Portugal";;;"08/09/1986";"Wolverhampton Wanderers";"115992";"463968";"5567616";;"146";"7"
"Leandro Paredes";"293";"Leandro";"Paredes";"28";"MEDIOCENTRO DEFENSIVO";"Argentina";;;"29/06/1994";"Paris Saint-Germain";"172603";"690412";"8284944";"Juventus";"44";"4"
"Emiliano Martínez";"294";"Emiliano";"Martínez";"29";"PORTERO";"Argentina";;;"02/09/1992";"Aston Villa";"115992";"463968";"5567616";;"17";"0"
"João Mário";"295";"João";"Mário";"29";"EXTREMO";"Portugal";"Angola";;"19/01/1993";"SL Benfica";"50511";"202044";"2424528";;"50";"2"
"Pedro";"296";"Pedro";"";"34";"EXTREMO";"Spain";;;"28/07/1987";"S.S. Lazio";"61731";"246924";"2963088";;"65";"17"
"Lucas Veríssimo";"297";"Lucas";"Veríssimo";"27";"DEFENSA CENTRO";"Brazil";;;"07/07/1995";"SL Benfica";"34552";"138208";"1658496";;"2";"0"
"Hirving Lozano";"298";"Hirving";"Lozano";"26";"EXTREMO";"Mexico";;;"30/07/1995";"Parthenope";"110961";"443844";"5326128";;"58";"15"
"Gavi";"299";"Gavi";"";"17";"CENTROCAMPISTA";"Spain";;;"05/08/2004";"Barcelona";"144230";"576920";"6923040";;"10";"1"
"Ruben Loftus-Cheek";"300";"Ruben";"Loftus-Cheek";"26";"CENTROCAMPISTA";"England";;;"23/01/1996";"Chelsea";"173988";"695952";"8351424";;"10";"0"
"Marcel Sabitzer";"301";"Marcel";"Sabitzer";"28";"CENTROCAMPISTA";"Austria";;;"17/03/1994";"FC Bayern München";"191781";"767124";"9205488";;"64";"12"
"Nikola Milenković";"302";"Nikola";"Milenković";"24";"LATERAL";"Serbia";;;"12/10/1997";"ACF Fiorentina";"106922";"427688";"5132256";;"37";"3"
"Simon Kjær";"303";"Simon";"Kjær";"33";"DEFENSA CENTRO";"Denmark";;;"26/03/1989";"AC Milan";"36922";"147688";"1772256";;"119";"5"
"Erik Lamela";"304";"Erik";"Lamela";"30";"EXTREMO";"Argentina";"Spain";;"04/03/1992";"Sevilla";"59999";"239996";"2879952";;"25";"3"
"Giorgio Chiellini";"305";"Giorgio";"Chiellini";"37";"DEFENSA CENTRO";"Italy";;;"14/08/1984";"Los Angeles Football Club";"20844";"83376";"1000512";;"117";"8"
"Luis Muriel";"306";"Luis";"Muriel";"31";"DELANTERO";"Colombia";;;"16/04/1991";"Atalanta";"44423";"177692";"2132304";;"44";"8"
"Youssef En-Nesyri";"307";"Youssef";"En-Nesyri";"25";"DELANTERO";"Morocco";;;"01/06/1997";"Sevilla";"57496";"229984";"2759808";;"48";"14"
"Matteo Politano";"308";"Matteo";"Politano";"28";"EXTREMO";"Italy";;;"03/08/1993";"Parthenope";"78269";"313076";"3756912";;"7";"3"
"Jonny Evans";"309";"Jonny";"Evans";"34";"DEFENSA CENTRO";"Northern Ireland";;;"03/01/1988";"Leicester City";"115992";"463968";"5567616";;"98";"5"
"Takehiro Tomiyasu";"310";"Takehiro";"Tomiyasu";"23";"LATERAL";"Japan";;;"05/11/1998";"Arsenal";"75395";"301580";"3618960";;"28";"1"
